"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","HS4","HS4 ID"
-1.6172902968,-1.6180375239,-1.5287046744,-1.5594207816,-1.7628743747,-1.6222435704,-1.398547897,-1.3118730613,-1.2333063335,-1.4858770476,-1.3398441063,-1.3373392234,-1.2949498197,-1.2658399218,-1.1132436744,-1.3543485187,-1.2756669982,-1.2784424328,-1.2301669028,-1.2351345149,-1.3859314562,-1.4377861168,-1.6260094141,-1.3130690414,-1.4622734618,"Knitted Hats","6505"
-0.2303549027,-0.0515763579,0.0400939299,-0.0432739105,-0.2064643087,-0.5177020672,-0.2025935098,-0.1549905082,0.0698595081,0.2000772861,-0.0537742602,0.2317229702,0.2475786261,0.433910282,0.5212739185,0.4152952441,0.3056831712,0.0882386299,0.4655212015,0.2600377563,0.5589136505,0.5717344315,0.378602198,0.5965545654,0.1934764443,"Other Headwear","6506"
-0.5998920728,-0.9420676566,-0.9536313088,-0.7642143656,-0.6111635566,-1.0563894649,-0.7198837444,-0.9445856948,-0.7832232778,-0.4835060248,-0.4901458939,-0.3727917379,-0.0775294021,-0.2701979991,-0.259237672,-0.207990093,0.1711152719,0.2470009264,0.1540503102,-0.5144847711,-0.2712001734,0.0437468244,0.2036770225,-0.0206809473,-0.0573754589,"Umbrellas","6601"
-1.1846479208,-1.1519883554,-1.1292441985,-1.0635818047,-1.1717368386,-1.1411226858,-0.9571232763,-0.8598919001,-0.8131883068,-0.8498324375,-0.7874522364,-0.6958033934,-0.7754135928,-0.8106462131,-0.7281691554,-1.0467993393,-0.7343406203,-0.6673234071,-0.4373087876,-0.2012742435,-0.1720713176,-0.1677153488,-0.6031363137,-0.1263752161,-0.6425183672,"Artificial Vegetation","6702"
,,,,,,,,,,,,,,,,,,-1.6241002038,-1.262186748,-1.1715417777,-1.3774656717,-1.2011482001,-1.231819346,-1.3911904007,"Processed Hair","6703"
,,,,,,-1.8219227581,-1.6845595014,-1.5395892991,-1.5819249993,-1.5743061347,-1.2117155737,-1.8362246581,-1.8327739754,-1.7644708704,-1.503575116,-1.8716316598,-2.0813642086,-2.1178542932,-2.2921064266,-2.2322309245,-2.2560165624,-2.1317811131,-2.1638284364,-2.0819401826,"Fake Hair","6704"
,,,,,,,,,,,-0.6034978614,-0.5485874263,-0.5224792023,-0.459736594,-0.612772055,-0.6129059934,-0.8311622101,-0.6885216162,-0.5635074929,-0.5764099542,-0.9383761526,-1.0544571995,-0.9004181985,-0.933038799,"Curbstones","6801"
-0.5009321489,-0.2719318477,-0.5347947889,-0.5891524379,-0.5879821611,-0.8545044358,-1.0065049657,-0.966900703,-0.9518397655,-0.8650666282,-0.8530042634,-0.9054443572,-0.8570785467,-0.7334480396,-0.7713983765,-0.7487986118,-0.7792466661,-0.8172038376,-0.8302285821,-0.8470721352,-0.9464902853,-0.9535913148,-0.8728313758,-0.9132137463,-1.0040754776,"Building Stone","6802"
,,,,,,,,,0.3960236943,0.4568865369,0.4693905762,0.1558510455,-0.1564930945,-0.1900543547,-0.0940219616,-0.3843755694,-0.3993704753,-0.428954389,-0.5485596302,-0.5689245877,-1.0907545658,-1.0947359692,-0.9714646255,-0.7138677607,"Slate","6803"
0.9286603093,0.9157282564,0.961975148,1.0673680673,1.045138898,1.0748450129,0.904533224,0.903791329,0.7401917071,0.6195583036,0.4723123353,0.4390811992,0.4518805406,0.3438182656,0.6096601859,0.5367070146,0.8811586655,0.9335215689,0.8586097371,1.1376484765,1.1479448164,1.1349498033,1.2948895684,1.2360274224,1.2438534833,"Milling Stones","6804"
1.0954749083,1.1737182548,1.2684303456,1.4524615588,1.29786678,1.5006710293,1.4289374196,1.4495252333,1.5561823251,1.3782192025,1.2478125564,1.1424093795,1.2280631413,1.2498663897,1.0876481335,1.2481697112,1.3491402809,1.2779612802,1.1818108368,1.2334474998,1.3160826462,1.3447863556,1.3243346762,1.2636015997,1.2098590888,"Abrasive Powder","6805"
1.290983168,1.0661134901,0.9304678965,1.0559061919,1.0411916667,0.9171935189,0.9640504733,0.9759395698,1.3590368531,1.4183115293,1.141387484,1.1813404535,1.1450687676,1.1802382412,0.9558227436,1.0472780385,1.0444324699,0.9883558148,0.9345167891,0.9799373231,1.0368228778,0.9036063198,0.9263190947,0.7861652744,0.8170452146,"Rock Wool","6806"
0.4834216733,0.3777285484,0.3569197054,0.4094525629,0.3098079066,0.355632224,0.487213523,0.522440839,0.4662211288,0.3769490553,0.5106694833,0.3135223927,0.2920122159,0.3143560568,0.2378101719,0.3067676535,0.1092813415,0.0676600877,0.1376861696,0.1673696474,0.1982957663,0.0303099827,0.057573936,0.002387841,0.083782827,"Asphalt","6807"
0.6263653165,0.7441903261,0.680072861,0.780884029,0.6304430146,0.5504479533,0.3058062344,0.1506086984,0.1900281157,0.0882492792,-0.0169324662,0.1404731986,0.1637670203,0.0613267802,0.1656444705,-0.0518872108,0.0489171698,0.0953418104,0.0982309533,0.0709930341,-0.0303915774,-0.174850434,-0.1878770082,-0.2150623801,-0.1184744815,"Plaster Articles","6809"
0.3069222511,0.3702584494,0.2984635232,0.1589916871,0.1684036396,0.3136928487,0.2516306123,0.1612479996,0.4620711416,0.3380913924,0.4215744419,0.0026272715,0.0369828834,0.1618996395,0.2398937261,0.1942763648,0.260372023,0.166983376,0.295759994,0.189643409,0.3221129065,0.4151403855,0.3557778228,0.3144261202,0.371377397,"Cement Articles","6810"
,,,,,,,,,-0.4556948184,-0.3534421597,-0.3628569013,-0.300110314,-0.2799220041,-0.3696608548,-0.1239971865,-0.1662043019,-0.2447165165,-0.2484104961,-0.1655772809,-0.0523092968,0.1729277557,0.3411932538,0.2831744819,0.3214457706,"Asbestos Cement Articles","6811"
0.3269504433,0.2670885394,0.2061621944,0.3055663541,0.2886091642,0.3260675193,0.3379822909,0.1896214562,0.1482168268,0.1446644883,0.210025682,-0.0056826636,-0.0441140741,0.230784791,0.1833721524,-0.0106506059,0.0217362916,0.2549348071,0.2006576902,0.151762793,0.2052961,0.2058181734,0.1600619315,0.0765003469,0.1254465848,"Friction Material","6813"
0.7566512879,0.5684155686,0.7742336097,0.9899954882,0.9882666906,0.9141843779,0.8678444245,0.9689948464,0.7709435102,0.481306838,0.6969325129,0.8973247031,0.5758876435,0.8331726204,0.8747971364,1.24257728,1.0921001779,0.8707501187,0.8552461771,1.1624739713,1.0963228351,1.0619827179,0.8128672298,0.9116993921,1.0829184906,"Other Stone Articles","6815"
0.8682108756,0.7907561214,0.5610628736,0.4092421846,0.180603752,0.2701344566,0.2943917932,0.3151917249,0.1776450485,0.1434765394,0.2180865051,0.4374289517,0.4426202875,0.6707250488,0.4565697279,0.6792130934,0.4931689083,0.5302701201,0.7271599003,0.6462081219,0.4341892891,0.422245619,0.4397747674,0.3515133788,0.4723510724,"Refractory Bricks","6902"
1.062305508,1.0484515528,1.0600610487,0.8652597396,1.079738122,1.1157327084,1.4422388243,1.6166460519,1.2308577891,1.2215790393,1.2213543907,1.481705095,1.5099005604,1.5022528019,1.2241615483,1.6275640262,1.4367526277,1.012086105,0.9824991685,0.7903641413,1.2972419417,1.310088744,0.9283393587,0.8873274226,1.2108955892,"Refractory Ceramics","6903"
,,,,,,,,,-0.3327468182,-0.5283420797,-0.3973788318,-0.1299770128,-0.0552799252,-0.1191124392,-0.1795486607,-0.1412658256,-0.3613699745,-0.3956390124,-0.4774627206,-0.4565908086,-0.5060426925,-0.1996811946,-0.2382160081,-0.253295249,"Ceramic Bricks","6904"
,,,,,,,,,,0.0751175019,0.0080100032,-0.0646251728,0.0577159707,0.0140473289,0.0300035195,0.0325186398,0.0842367017,0.0610288982,0.2470178417,0.1930340778,-0.0178177277,-0.0343098227,0.0013841758,0.1155422466,"Roofing Tiles","6905"
-0.2766457013,-0.3210033771,-0.2771679839,0.0404154602,0.1341473622,0.0922453749,-0.2360926531,-0.2651637973,-0.1713515169,-0.0886431552,-0.0023906149,-0.3344531361,-0.3211126278,-0.2460124376,-0.4568496461,-0.5472167857,-0.3950245403,-0.4328930045,-0.2020510799,0.1112450236,-0.196171182,-0.1675635158,-0.5307352217,-0.4086205034,-0.3921651548,"Unglazed Ceramics","6907"
-0.4838316824,-0.4632889694,-0.5204884917,-0.4505156832,-0.8508008353,-0.7990758929,-0.8218832946,-0.6893992734,-0.7190988186,-0.7089095572,-0.7248003312,-0.7213839509,-0.6196622575,-0.7616263995,-0.7486035129,-0.7408235495,-0.7493215546,-0.6877833679,-0.6118992951,-0.6344861969,-0.4480861321,-0.4358388056,-0.4404754409,-0.7052704524,-0.9388274056,"Glazed Ceramics","6908"
2.6950229663,2.6853296479,3.1145913486,3.2007821138,2.6386153517,2.0904184423,1.7242693814,1.3679062266,0.9260375664,1.2695869575,1.2008159179,1.176702955,1.2515633804,1.0745575752,1.1932444892,1.1222795875,1.1336365341,1.3293409145,1.1100008888,1.0852985246,1.2293454898,1.1687027139,1.2181531016,1.2026425755,1.0505333982,"Laboratory Ceramic Ware","6909"
-0.6866875832,-0.6769665226,-0.5802293544,-0.5124240655,-0.6277083747,-0.5152232264,-0.5295969754,-0.5601859389,-0.618523438,-0.5738865898,-0.6310565068,-0.5201169603,-0.4335484262,-0.4230231411,-0.4546108831,-0.4367647629,-0.2143725353,-0.2684861216,-0.0504178215,-0.0481879194,-0.0219700425,-0.0763319406,-0.1678009506,-0.3179175707,-0.2859627957,"Bathroom Ceramics","6910"
-0.541613319,-0.4897306991,-0.5172595727,-0.5679813223,-0.6126011421,-0.4507155876,-0.3094831454,-0.2159889626,-0.0988063124,-0.0757917651,0.0130786938,0.1486469975,0.0279196394,0.122183092,0.1178497317,0.044353974,0.1722414432,0.0830035565,-0.0081330123,-0.0150722282,-0.2403537458,-0.2907595664,-0.3548180668,-0.2205530098,-0.2777824011,"Porcelain Tableware","6911"
-0.8593039281,-0.8103289871,-0.8378194935,-0.9809408981,-1.0139291268,-0.8289155755,-0.7519735659,-0.5800346352,-0.555244307,-0.5740044504,-0.7077491748,-0.4546019409,-0.463865216,-0.4683250667,-0.0739818262,0.0367797488,-0.1369923736,-0.2813614983,-0.1769596345,0.0451640439,0.0121385677,-0.0966788583,-0.3537351738,-0.0443459874,0.1087942052,"Ceramic Tableware","6912"
-0.9423578468,-0.8366682182,-0.7501677862,-0.8947737264,-0.9027601512,-0.9085751447,-0.8244904147,-0.9246741006,-0.7069971631,-0.8597449447,-0.956155372,-0.8350402705,-0.7608716225,-0.5150109659,-0.6698404569,-0.5887923577,-0.3568374981,-0.3046710263,-0.4270428213,-0.3111037781,-0.3241243448,-0.2942813435,-0.1919608593,-0.0570765756,-0.1415620633,"Ornamental Ceramics","6913"
-0.6693374938,-0.3435608311,-0.5610119271,-0.3081782603,-0.2566076035,-0.4088429968,-0.2981857785,-0.3614711557,-0.331782151,0.0596362021,0.1558293767,0.1095876154,-0.0698219877,0.0208106298,0.121099633,-0.1131677928,-0.2333038231,-0.2033525992,-0.0617688694,0.0683430538,-0.0426036194,-0.1538079035,-0.1560147172,0.0291840219,0.0774954326,"Other Ceramic Articles","6914"
1.2675982075,1.3352822923,1.0629686458,1.2060007738,1.2291090094,1.1990340614,1.0030713415,0.9877046768,0.7449253935,0.9954431731,0.9802219813,1.4520040779,1.1374649362,1.0938177962,1.3725676181,1.0035392237,1.0799985745,0.7084585711,0.6408992814,0.6512348716,1.1274824018,1.1652954166,1.0981419747,0.9455571284,0.9983437068,"Glass Balls","7002"
,,,,,,,,,-0.006440817,-0.0952015963,-0.0530452437,-0.1422624712,0.1211234269,0.2103152076,0.0452990329,0.2910850366,0.2056967275,0.2913573307,0.5038623681,0.9951098607,1.0732066834,1.5913820017,1.6131265924,1.6423159008,"Cast or Rolled Glass","7003"
,,,,,,,,,,,,0.3682162085,-0.1495588071,0.8855767196,3.1831783334,1.2566283839,0.6106049806,0.8803532069,1.2786000919,0.7408226451,0.2690581673,0.5657246361,0.8778518795,0.8626605945,"Blown Glass","7004"
0.1521976691,0.3531748434,0.1916024656,0.2076806801,0.3143549627,0.477294484,0.4521615133,0.3740629674,0.4020742124,0.5120204994,0.7761717185,0.7736121148,0.8853892087,0.8425992359,0.6804124636,0.4841808347,0.7472484326,0.4057000218,0.2838731364,0.237854183,0.1944917845,0.1890797556,-0.0216745227,-0.069823245,0.0545565492,"Float Glass","7005"
0.4268487212,0.3960173894,0.3685889969,0.5267286129,0.7768185362,0.4001096959,0.6932926095,0.6372710709,0.7152825148,0.3979285006,0.9311914331,0.9229592065,1.0558350049,1.1677566744,1.117085733,1.1340122194,1.2464569632,1.3192986547,1.363486868,1.347483273,1.3196192274,1.9038238634,1.9014073991,1.8626667631,1.8082949479,"Glass with Edge Workings","7006"
0.4664983416,0.4143750891,0.4552792548,0.6619234838,0.6338666323,0.5886008265,0.5094205319,0.563242931,0.4555181294,0.5406625034,0.5471661933,0.6549019012,0.8855741718,0.8602357939,0.7092892704,0.7040549736,0.5981980662,0.851424211,0.8387272984,0.8315443122,0.7625009873,0.5726197235,0.6598618849,0.5475966709,0.5854104538,"Safety Glass","7007"
,,,,,,,0.9383432432,0.8019584051,0.8089445786,0.751196484,0.7742089906,0.752638777,0.7466934403,0.7232997992,0.9009425528,0.9160078328,0.8773702156,0.6276502846,0.6168018205,0.5991888361,0.5895823292,0.48679678,0.5554657603,0.7097438054,"Insulating Glass","7008"
1.0621083008,0.7575678114,0.7655758732,0.7705762717,0.8375505161,0.822858722,0.9244100172,0.984401713,0.99679996,1.1287145109,1.1983579657,1.346244055,1.1360122649,0.9476030418,0.9302243464,0.9964888463,1.0178264156,1.0536951143,1.0794648607,1.1953219542,1.4383796691,1.4252425284,1.1902331558,1.1791020233,1.2872264865,"Glass Mirrors","7009"
-0.7500041577,-0.6164109725,-0.7613739753,-0.7306672998,-0.6499389261,-0.6136673463,-0.7247049242,-0.663182357,-0.5804289792,-0.5864251,-0.5554220338,-0.6617265108,-0.4883743988,-0.4499975584,-0.4523097354,-0.591002587,-0.6772807477,-0.7164075381,-0.6391161513,-0.5574711245,-0.6249696858,-0.6654008775,-0.7450113659,-0.5013346452,-0.5599804278,"Glass Bottles","7010"
0.8964829929,1.0505796335,1.1390953844,1.1747274273,1.0124532241,0.6499670554,0.6884508887,0.5931343644,0.6736761289,0.8973644694,1.1762601126,0.7516052829,0.749481559,0.5975790349,0.3101832877,0.189925655,-0.0021741132,-0.2069538223,,,,,,,,"Glass Bulbs","7011"
0.3848197863,0.1475404472,0.1700402098,-0.0147579213,-0.0865654303,0.0444399318,0.1202999337,0.0607378033,0.0324672788,0.1641800723,0.1283432212,0.122198035,0.3353614269,0.3765251101,0.3163368295,0.2125784777,0.2754262948,0.1780072837,-0.1481192534,-0.0983245055,0.0608907772,0.1206136183,0.0406748792,0.1222542454,0.135341256,"Interior Decorative Glassware","7013"
,,,,,,,1.0868671457,0.8192403098,0.8156572716,0.9908042225,1.3520305108,1.4534250238,1.2324156033,1.4461572355,1.5019612251,1.4771855885,1.4593616152,1.1389448703,1.329897169,1.1894137347,1.3183072189,1.3450068331,1.3208712663,1.2901964262,"Signaling Glassware","7014"
,,,,,,,,,0.1580494933,0.2056622529,-0.0833484626,0.1189434536,-0.0142046443,0.1990518965,0.0530308396,0.4689520641,0.5716621346,0.6003845611,0.6743182247,0.5512480604,0.2896611234,0.2971269217,0.238550568,0.3259938913,"Glass Bricks","7016"
,0.4403328761,0.5816993072,0.9293317316,1.0265625307,0.8341896319,1.0176653577,0.9819422477,1.1844859542,1.6490135681,1.5185261386,1.7137381733,1.517207504,1.4588621407,1.4967803791,1.5182502388,1.4591104501,1.9844924591,1.4832120284,1.2896983636,1.2720735709,1.1677248,1.1650195582,1.1828175368,1.2047172957,"Laboratory Glassware","7017"
-0.3253095715,-0.3878123938,-0.3887873782,-0.4740270967,-0.5814392196,-0.334421166,-0.5914733391,-0.3845089643,-0.301713458,-0.1891504097,-0.2514212573,-0.205589571,-0.1031435008,-0.1409595012,-0.2166328912,-0.0547352042,-0.1440284525,-0.0624847903,0.1088499393,0.0534380446,-0.1124758641,-0.1225325107,-0.0416470255,-0.0479610894,-0.2141571717,"Glass Beads","7018"
0.5555439424,0.6650956286,0.847398838,0.6363351864,0.6784564039,0.698671311,0.6735804478,0.7975446507,0.8714280175,1.0068263677,0.9195134325,0.9398262484,0.9767838067,0.8657533157,0.8957081049,0.8122527492,0.9850721347,0.7989889992,0.5945506883,0.515498062,0.584781951,0.5433840595,0.6017774083,0.5622042005,0.6132660311,"Glass Fibers","7019"
1.0971097559,0.9068371598,0.779094891,0.9087593647,0.8305167048,0.8623515866,0.7717198502,1.1061500634,1.023710414,1.140924017,1.0190957636,1.0326224627,0.9951816746,0.688574177,0.5635773905,0.5092058166,0.5741162988,0.7682194752,1.0829092905,1.0038286239,1.1563703759,1.1316194667,1.0502779148,1.1761109129,1.0886807634,"Other Glass Articles","7020"
-0.8269790728,-0.7805795518,-0.4355288161,-0.6601594803,-0.8119334911,-0.9568451297,-1.1314092908,-1.11323533,-1.1002111816,-0.907199191,-0.8346517648,-0.8809501265,-0.6195759164,-0.8245071115,-0.6139221157,-0.6493333858,-0.4522396874,-0.3778705895,-0.4484174618,-0.3693960632,-0.3398642246,-0.5475068482,-0.4760631958,-0.4893379682,-0.4374314378,"Pearls","7101"
-1.7922913936,-1.9143512619,-1.8244277413,-1.704214762,-1.690498501,-1.6501192014,-1.5898760546,-1.5334971966,-1.4816224311,-1.4847785581,-1.6261712631,-1.5281238147,-1.5266151042,-1.3068948683,-1.2154777421,-1.331725702,-1.1023875662,-1.1767871571,-1.4339221163,-1.5749455721,-1.6873947844,-1.505976423,-1.2799056089,-1.2818755799,-1.2042491202,"Diamonds","7102"
-1.7177218914,-1.7625747206,-1.7361456736,-1.4935776195,-1.7564617702,-1.7872684113,-1.7100947405,-1.788498445,-1.8324100351,-1.6830548936,-1.6206326494,-1.6975216204,-1.6205462124,-1.6743542547,-1.3198016172,-1.5948744273,-1.3826525554,-1.2366531583,-1.3398765684,-1.1814193674,-1.1704803818,-1.2173294662,-1.3765431166,-1.2049259062,-1.3855344461,"Precious Stones","7103"
,,,,0.0506022383,-0.2067551228,-0.1687389324,-0.290861137,,-0.2742074584,-0.1408356491,0.0468169014,0.1394046122,0.3652041994,-0.0445808066,-0.2489691839,0.4012507643,0.6417194295,0.6089012629,0.634049111,0.4203623569,0.5663947151,0.6500700692,-0.0145096831,-0.0155504705,"Synthetic Reconstructed Jewellery Stones","7104"
-0.2764228999,-0.2660715291,-0.2254626956,-0.2437801401,0.0828911367,-0.1563184863,-0.3162739213,-0.0817902515,0.3232105595,0.1466238132,0.0121064922,0.0286157992,0.1157752472,0.3828311374,,,0.4948435303,0.4670602102,0.6134242558,0.628857086,0.6406087891,0.7136156833,0.7376786393,,,"Precious Stone Dust","7105"
-1.0702013585,-1.0342623027,-0.9355186806,-0.8741297682,-0.744995074,-0.8080710202,-0.8955711227,-0.8558718441,-0.621006475,-0.6461092986,-0.6132470736,-0.5067694999,-0.479089462,-0.6689907152,-0.2575019363,-0.3586728953,-0.5622886838,-0.4180769434,-0.4222709864,-0.4883218256,-0.604240785,-0.5194671387,-0.7810721072,-0.7846121534,-0.8756366689,"Silver","7106"
-1.5888726825,-1.7117396548,-1.6860989732,-1.6120597055,-1.6208670198,-1.6271509588,-1.6485964843,-1.6359129582,-1.6556644563,-1.8204434292,-1.9850982498,-2.0861702794,-1.8949783157,-1.9817541844,-2.0208251198,-2.0589696544,-2.0830278179,-2.1393785188,-2.326251292,-2.3871578627,-2.4243001014,-2.5136803036,-2.3852525249,-2.4578591455,-2.5179355746,"Gold","7108"
-0.3760201297,-0.4381899396,-0.0217830291,0.9579647671,1.3203324824,1.3273277012,1.1929244628,0.1645606022,0.0494516407,-0.0088410239,0.8081310123,1.4043899255,0.8877440545,0.5759098898,0.5759495325,0.8796806605,0.4896211399,0.8431322864,0.8874828838,0.8400613451,0.7716621851,0.2344211959,-0.0407459837,-0.094971048,0.6812231153,"Platinum","7110"
,,,,,,,,,,,,,,,,-1.0987110548,-0.3039939345,-0.3302181726,0.70878776,,,,,,"Platinum Clad Metals","7111"
-1.1721401877,-1.0465549224,-0.9556391554,-0.9141547279,-0.8106528282,-0.9594452207,-0.8851455786,-0.8528425929,-0.702307618,-0.9367792478,-0.9413710599,-0.8953524594,-1.2770509455,-1.4622868696,-1.4099439448,-1.083786345,-0.4324208036,-0.181544784,-0.2453458826,-0.2178343478,-0.4409019193,-0.5344702313,-0.4664485459,-0.6040255509,-0.2948193218,"Precious Metal Scraps","7112"
-0.9459914188,-1.0064829345,-1.0174824638,-1.0990212223,-1.1025127562,-0.9220666589,-1.0268011788,-0.8905981004,-0.7954463148,-0.5490572849,-0.4419574018,-0.3990342604,-0.4464339193,-0.3037053392,-0.2428770126,-0.214293927,-0.1857986663,-0.1544051195,-0.0158072717,0.0083687883,-0.0519959509,-0.0267474891,-0.2619939375,-0.4597848318,-0.7047863769,"Jewellery","7113"
-0.5167633846,-0.402927766,-0.4099440728,-0.4472492212,-0.5699404248,-0.5443128084,,,,-0.6404852878,-0.7547369511,-0.5119672483,-0.587477765,-0.3254133638,-0.3937025406,-0.7289562613,-0.7918593513,-0.7206084496,-0.44016218,-0.9120268089,-0.2899530307,-0.3141002117,-0.7686557543,-0.7053647434,-0.5423847276,"Metal-Clad Products","7114"
,,-0.2444948242,-0.12786454,-0.1340246951,-0.0119045994,0.2860800469,0.3384198522,0.4042377581,0.476746264,0.5851794637,0.6932215685,0.7514506615,0.7154981858,0.8795394864,0.6331135397,0.3774366899,0.3642008354,0.6262643158,0.5953659167,0.3059004078,0.3516143107,0.1892263334,0.1989915888,0.3531504953,"Other Precious Metal Products","7115"
-1.0191929592,-0.9920324775,-1.0046837089,-1.2242849008,-1.5326779837,-1.2971873016,-0.9705005534,-0.88486277,-0.6810681059,-0.6640163853,-0.9262464747,-0.963702855,-1.0298749438,-1.0869720144,-0.9042090658,-0.9005711678,-1.0097744432,-0.4109057349,-0.4165726527,-0.333408375,-0.0990645054,-0.0794788974,-0.1361235402,-0.2038737491,-0.6686918996,"Pearl Products","7116"
-0.9971558811,-0.7947884522,-0.8268137411,-0.9047400565,-0.5520273633,-0.4172343531,-0.3803756776,-0.25607917,-0.2520194632,-0.2354277794,-0.1027973913,-0.0558722235,-0.0354234821,-0.0551374233,0.0184889341,0.0287380122,-0.357808448,-0.3981445762,-0.356126048,-0.0846555661,0.0360277766,-0.013963928,-0.0534339027,0.1724963066,0.1206739664,"Imitation Jewellery","7117"
,,,,,,,,,,,,,,,-0.9132833442,-0.6480727919,-0.6110263991,-0.0651958702,,,,,,,"Coin","7118"
-0.6581401851,-0.540235485,-0.5502595894,-0.6068564901,-0.4952623066,-0.2740732435,-0.7932534062,-0.7431675606,-0.2090202031,-0.3197766698,-0.4093604122,-0.4570534013,-0.5545092,-0.7221826309,-0.4781656726,-0.7358305472,-0.845972283,-1.0399102653,-0.8972635194,-0.9744474796,-0.9297646486,-0.9151649202,-0.8539310852,-0.7471964275,-0.5520450989,"Pig Iron","7201"
-0.6432748531,-0.5397031825,-0.5035570247,-0.6117869412,-0.7293746268,-0.7495513807,-0.7286416773,-0.8660684094,-0.7608697456,-0.6581338543,-0.4481543212,-0.4888279018,-0.4564084513,-0.5498566994,-0.5581143844,-0.7605596047,-0.867828695,-0.7878158444,-0.7191954071,-0.8962390891,-0.9514669903,-1.0565570335,-0.9832198207,-1.0750880594,-0.8130059408,"Ferroalloys","7202"
-0.7819253992,-1.0821743771,-0.9311364479,-0.800868348,,,-0.6643000614,-0.5178825751,-0.547034224,-0.595314173,-0.2516148389,-0.5554785678,-0.5814966953,-0.8654634538,-0.8654338642,-1.0583931409,-1.395272571,-1.3626595188,-1.6230611556,-1.6278551411,-1.3607667783,-1.3833961584,-1.0687244335,-1.1655107129,-0.7343990268,"Iron Reductions","7203"
-0.8528376016,-0.6748505776,-0.6312253668,-0.4413671704,-0.4767009429,-0.5160840725,-0.3358343317,-0.1989972768,-0.346444285,-0.8165182231,-0.841212279,-0.9776644688,-0.8885735744,-1.0978019184,-0.9621102224,-0.92857183,-0.7207285447,-0.91409373,-0.9052950566,-0.9879456178,-0.9866443781,-0.923524515,-0.7605139713,-0.6158103038,-0.7948000042,"Scrap Iron","7204"
0.6957209166,0.7359902611,0.7267940014,0.8378548236,0.8045056159,0.9461553887,0.941396577,0.6472177287,0.5448451562,0.6040251217,0.6512179009,0.6225395462,0.772383579,0.6442138742,0.5412677215,0.4258243091,0.5000737344,0.4538201391,0.6252940397,0.5304701248,0.775238509,0.7009456491,0.7122407583,0.7512551045,0.6989744452,"Iron Powder","7205"
,,,,-0.785957902,-0.9142515773,-1.0543138464,-1.1660760279,-1.1625660302,-0.8357977621,-0.9504874,-0.6711462778,-0.6310712201,-0.7604997372,-0.4950281324,-0.7228501588,-1.0124119872,-1.1087152082,-1.1674640784,-1.3045464404,-1.1568059803,-1.1834792584,-1.1724871756,-1.4537190964,-1.1903188209,"Iron Ingots","7206"
-0.6337015203,-0.5867518983,-0.6587451214,-0.5812150928,-0.5767348735,-0.6571774849,-0.8250544572,-0.722996406,-1.1510159056,-1.0147998175,-0.7163983041,-0.5448398449,-0.2727289228,-0.1199776414,0.0871128323,0.0074352906,-0.1291405126,-0.3298404045,-0.5943428377,-0.5829964648,-0.8400483996,-0.7381861273,-0.8839935391,-0.7823348049,-0.6438325668,"Semi-Finished Iron","7207"
-0.2581743116,-0.0260619851,-0.0189084945,0.1678196918,0.0369556399,0.1400766032,0.3354052092,0.2674644201,0.2803929642,0.2389034563,0.2527939369,0.190700535,0.2672414283,0.1890486717,0.3790742584,0.4724526035,0.3684826137,0.4940577222,0.3599605694,0.2628986697,0.3675549249,0.3940068748,0.4015825598,0.3949188736,0.4354157055,"Hot-Rolled Iron","7208"
-0.1968884059,0.109904951,-0.1000555421,-0.0340589093,-0.1121179798,-0.0910784912,-0.1167400905,0.0108563217,-0.1288496635,-0.1855378989,-0.1470421308,-0.2142291532,-0.0174316652,0.1066576403,-0.0389634757,-0.0130762905,-0.0332695964,0.0492281242,-0.1464423573,0.0279441866,-0.0371811884,-0.1595863779,0.0630291947,0.1062098386,0.1296279578,"Cold-Rolled Iron","7209"
-0.0024194525,-0.0077282556,0.0679260031,-0.0176913719,0.1320935259,0.003559826,-0.1108468433,-0.1344965795,-0.114583347,-0.1386116051,-0.1098473294,-0.075065644,-0.1249221249,-0.0702177893,-0.0878829056,-0.2728245046,-0.2050801847,-0.1294826263,-0.1579153095,-0.0806375963,-0.1655570522,-0.0479358268,-0.0544257037,-0.0520175562,-0.1107974817,"Coated Flat-Rolled Iron","7210"
0.8040467721,0.7023867224,0.7329103752,0.7882797993,1.102864584,1.1731254633,0.9204344543,0.7710490908,0.5858084166,0.8300298518,0.8835561864,0.9370205894,1.2619447606,1.1293786512,1.0196803725,1.1866687185,1.2109299074,1.109934019,0.8943900559,0.957083906,0.9607577781,0.9456530228,0.8175911232,0.7246839737,0.4930275097,"Large Flat-Rolled Iron","7211"
0.5408010742,0.2577331809,0.4504964497,0.4976177747,0.8217911529,1.0550273608,1.2211197755,0.706445481,0.5062309563,0.904969066,0.8087111538,0.6908842101,0.6390238172,0.7768090831,0.7951518809,0.8304933396,0.9638757792,0.8699627278,0.8642261332,0.7964452699,0.9124438849,0.8547831947,0.6814524352,0.5820384024,0.4433430712,"Large Coated Flat-Rolled Iron","7212"
