"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","HS4","HS4 ID"
1.1097062483,1.0019720503,1.0763618244,1.5911425807,1.6479847102,1.6604722729,1.6306612915,1.4799022769,1.8020590884,1.8072327191,1.9189626548,1.9147710625,1.2643273412,1.1096147226,1.3889529835,1.3310776113,0.9560700239,0.7538578847,1.1372891119,1.4012757387,1.6846381476,1.3593589588,1.3338059502,1.3009049123,1.5715824449,"Other Organo-Inorganic Compounds","2931"
0.24976585,0.2000957838,0.4241245027,0.6119480333,0.7909934938,0.9543949877,1.150932229,1.1813471802,1.0993102481,1.0545357124,0.7536609788,0.6773942805,0.8986346842,0.8564059925,0.8869158031,1.2166266978,1.1281456421,0.9037555699,0.4109000167,0.6302715471,0.817976201,0.8293944925,0.5409621393,0.3089447039,0.8053181883,"Oxygen Heterocyclic Compounds","2932"
0.3978773183,0.6509112541,0.8951136516,1.1705792095,1.2884988051,1.1972497673,1.2686390782,1.2774868908,1.3662230089,1.4244755705,1.4721418946,1.149953789,0.7829560577,0.7954394067,0.9794383725,0.9293937095,0.9043219621,1.1384106243,1.5551937806,1.4675284031,1.5002173068,1.1623299103,1.1664143506,1.1930604496,1.0720045181,"Nitrogen Heterocyclic Compounds","2933"
1.3782092056,1.6845242664,1.675746538,1.9502837838,1.8768890083,1.8755604624,1.9068236176,2.1643093825,2.2165963372,1.915327629,1.873189027,1.844876685,1.7547592668,1.7813562325,1.7082718205,1.8446840609,1.4064965348,1.2927106955,1.2718183484,1.2161511257,1.2146268104,1.3579881473,1.5198895005,1.333436201,1.3303571151,"Nucleic Acids","2934"
0.3671755565,0.3821469169,0.5549459477,0.979786527,0.834280199,1.1227919682,1.179330999,1.3174659405,1.3094973749,1.3516660969,1.1670629713,1.2214867064,1.2383331706,1.1437045057,1.3423503341,1.2987209695,1.5933470423,1.1893465532,1.20657548,1.177904397,1.2100291494,1.230314566,1.2611849798,1.259320089,1.2383848602,"Sulfonamides","2935"
0.5980616797,0.7858209772,0.815227847,0.8096869372,0.9409086509,0.7191329016,0.7708594161,0.3137849882,0.8947557316,0.6393388018,0.8689524123,0.6685196089,0.7549715769,0.5340020248,0.7858525623,0.6258053858,0.7129033646,0.4016865561,0.651881192,0.5435925715,0.8116454306,0.7664793505,0.969064873,0.7656865283,1.124153698,"Vitamins","2936"
1.3006249783,1.3459072019,1.3478026171,1.2012801964,1.5862630226,1.9138867178,1.7116476828,1.5404944091,1.5798148167,1.859684596,1.564912916,1.5495827512,1.287154818,1.3365081142,1.4197633414,1.6097267962,1.5128939454,1.6868416229,1.6498007277,1.5553793613,1.2608204516,1.2422576057,1.2452997995,1.1624071828,0.7531449007,"Hormones","2937"
,,,,,,,,,,,,,0.3197500587,0.6827752873,0.5166259736,0.1151640411,0.1704047369,-0.1978815707,-0.2223649747,-0.3181428858,-0.184297846,-0.1897328163,-0.0193252058,-0.0273441614,"Glycosides","2938"
0.594322964,0.6122960376,0.595512222,0.6256048004,0.6360547648,0.3759930731,0.1720069492,0.4585840392,0.2821233237,0.0370462516,-0.1043284647,-0.3112495466,0.1390473342,-0.1527669591,0.1060059226,0.0164117739,0.062984374,0.1530304329,0.2090394733,0.1209141605,-0.024460062,-0.180554726,-0.0295856551,-0.1900681823,0.2027027576,"Vegetable Alkaloids","2939"
,,,,,,,,,0.9406779337,0.781297593,0.7819789227,1.0463590547,0.7024574642,0.7792676504,1.036868825,1.2332725632,1.0061735645,0.8654914153,0.8468797516,0.8147549891,0.6756093936,0.0710863465,0.101751785,0.4471520229,"Chemically Pure Sugars","2940"
0.1802925247,0.6005983821,0.3854918038,0.4479789248,0.4581098884,0.3080674772,0.3765235039,0.4311667467,0.6899252493,0.8255724302,0.5930648253,0.444905099,0.5994889123,0.9690107589,0.8268661969,0.911078447,0.9819064663,0.982102796,1.015150634,1.0390187162,0.9840157235,0.9849283462,0.8333134872,0.8522436363,0.9209266166,"Antibiotics","2941"
,,,,-0.4624735477,-0.5117020412,-0.5066578868,-0.4905099826,-0.1188600017,-0.4619149771,0.1385178595,0.0166121601,0.0313725962,0.5404397168,0.1608896211,0.2972738262,-0.2107810513,0.1753624216,-0.3284167378,-0.4574262072,-0.2155765817,-0.2422294188,-0.09383185,-0.2627833039,-0.1487882794,"Other Organic Compounds","2942"
0.5835142022,0.7993665453,0.9425131448,0.8874492293,0.887222723,0.3570502246,0.4335436616,0.3258969199,0.5333208019,0.6937278362,0.9809689303,0.8533657439,0.7184928645,0.703093599,0.9572722373,1.0111169268,0.9312621801,1.0203140543,1.0092094584,0.8465709673,0.7590361102,0.5036156633,0.5575219867,0.5845119892,0.7035738471,"Glands and Other Organs","3001"
0.5894230977,0.4450081403,0.2469603185,0.6022332892,0.6081229641,0.8623609761,0.9940255923,1.0239863364,0.8187694076,1.5511537722,1.3451794871,1.2691648157,1.3346468842,1.3413381056,1.3607439714,1.3620725653,1.2489641869,1.2497156517,1.3899808698,1.4686634991,1.2990826037,1.0666821361,1.2683068705,1.1906888645,1.0135148598,"Blood, antisera, vaccines, toxins and cultures","3002"
0.2997224252,0.0800544752,-0.0575485156,-0.0233545337,0.1353791178,0.2463453973,0.3457663658,0.2038391042,0.5801116851,0.7180871774,0.5726311629,0.4529531214,0.2637991269,0.3480167429,0.2676731448,0.3227298055,0.2542322596,0.0612071234,0.0389933064,0.211473884,0.1189213562,0.1309685367,0.1988335852,0.4322847515,0.3318360191,"Unpackaged Medicaments","3003"
0.3221731369,0.1237572861,0.2918257174,0.1800665025,0.2562939417,0.2884958851,0.4463009251,0.5614837479,0.7732178609,0.6124186619,0.5710525858,0.6353541866,0.5625650865,0.7346526814,0.8023041248,0.7291142742,0.7047977645,0.6271546889,0.780756284,0.5848972332,0.5522324494,0.6077878719,0.6045117668,0.6352497998,0.6823863964,"Packaged Medicaments","3004"
0.2381536253,0.2187541992,0.1575564001,0.0402832292,0.1491477553,0.3538225066,0.4985126119,0.5171218786,0.6074689978,0.6593823396,0.4918633982,0.3435327777,0.2703013853,0.2442913686,0.211805524,0.4567066019,0.5623769577,0.4727575355,0.340080766,0.3978016277,0.3479413406,0.5639638705,0.6483316802,0.63336292,0.6187208072,"Bandages","3005"
1.2498842553,1.1030117358,1.2446389103,1.2959321557,1.3976948513,1.2940651907,1.3012152507,1.1759997536,1.0923681985,1.0444577976,1.0161320669,1.029793766,1.0784144607,1.1199494401,1.3340857491,1.1331455427,1.0961133857,1.1652770184,1.2068209413,1.2674754885,1.2571988118,1.1420905101,0.9432724336,0.8613608237,0.7764249255,"Special Pharmaceuticals","3006"
,,,,,,,,,,,,,,-0.7811943969,-0.6783790608,-0.8572696529,-0.8110275676,-0.7407007751,-0.4931196054,-0.4527647947,-0.4456387967,-0.6431442166,-0.6101954944,-0.6214363429,"Animal or Vegetable Fertilizers","3101"
-0.9536128292,-0.9248042692,-0.8288066199,-0.8587163564,-0.9767569158,-0.8096122841,-0.9659358473,-0.8533327248,-0.9567965847,-1.0211172399,-1.016047512,-1.0433876105,-0.8606160929,-0.9557279899,-0.9807128343,-1.0880193837,-1.1695131836,-1.1232081515,-1.1834997236,-1.3234077892,-1.0631643092,-1.2228371989,-1.1730482206,-1.4023173355,-1.3826131479,"Nitrogenous Fertilizers","3102"
-1.0607770829,-1.0060642009,-0.9047791867,-0.8312682405,-0.942014612,-0.9839050976,-1.0927806887,-1.0621743029,-1.1485044011,-1.1078828808,-0.8828968548,-0.7756494688,-0.7908225067,-1.1806432228,-1.1750485377,-1.1442015682,-0.9624449964,-1.0456584862,-0.9853853382,-1.0782333129,-1.2050684434,-1.3025941334,-1.2396896755,-1.2193885699,-0.9718000705,"Phosphatic Fertilizers","3103"
-0.3549174586,-0.0973179377,-0.1563283427,-0.0902689969,0.0159824989,-0.1100709987,-0.4560887347,-0.4614021084,-0.2917682211,-0.4819174887,-0.45051048,-0.3526271955,-0.2389241348,0.1751249409,0.1414471669,0.0614213808,-0.4368840444,-0.4721379503,-0.5904699359,-0.6919839004,-0.6195473141,-0.6440553289,-0.792427286,-1.1220722789,-1.0302313047,"Potassic Fertilizers","3104"
-0.6684523579,-0.7883401127,-0.7606670478,-0.7032903252,-0.6689202798,-0.7022445782,-0.8311396815,-0.9627093995,-0.9493845844,-0.8642477458,-0.8771306499,-0.6917097369,-0.6424355908,-0.9412086408,-0.9340579307,-1.0083803526,-0.9380142444,-0.7999064538,-0.7278711788,-0.8446418175,-0.9470705379,-0.9662293468,-0.9055383106,-1.03821833,-0.8735886232,"Mixed Mineral or Chemical Fertilizers","3105"
,,-0.0758932412,-0.1388855169,,,,-0.3823073156,-0.4145446371,-0.4351754021,-0.2832700145,0.0192086136,0.0473344867,-0.374002259,-0.2831865998,-0.4076516658,-0.2486189095,0.1202546206,-0.0544650022,-0.307663839,-0.3503583171,-0.2498915846,0.0155556839,-0.2883683526,-0.2498410435,"Synthetic Tanning Extracts","3202"
,,,,,,,,,,-0.6192389055,-0.685332189,-0.5405871215,-0.4175360224,-0.2176481134,0.3287748295,0.2746217112,0.1983915828,0.2282413381,0.1907996679,0.0680653283,-0.0581220329,-0.0088569367,0.0140424084,0.099420308,"Vegetable or Animal Dyes","3203"
0.8493526139,0.8948399889,1.0389611261,0.8627151805,0.947319328,0.9440158234,0.9627497002,1.0500905984,0.8964285106,0.7782849452,0.6188132209,0.617817485,0.633867059,0.5563381823,0.5320808114,0.477852909,0.7168019607,0.7899463476,0.8636641784,0.8016232107,0.5957559187,0.6114966915,0.8770050088,0.8825050785,0.7956705138,"Synthetic Coloring Matter","3204"
0.6738242009,0.7121210672,0.5725353948,0.6858739298,0.7612760227,1.0873644096,1.3692034026,1.2647091536,1.3491118537,1.005953597,1.1233636305,1.2432052043,1.3933669666,1.0458975841,0.9451577842,1.0918192732,1.2405795855,1.2580399664,1.1212359089,1.0835577899,0.5504732504,0.5213482144,0.3488818892,0.534527173,0.5181044617,"Other Coloring Matter","3206"
0.7526367841,0.689119487,0.7781548641,1.4047142547,1.5272740343,1.5896040204,0.8123353625,0.8635618227,0.6822733985,0.6714126732,0.914994908,0.8076113895,1.0762496628,1.0339610386,1.2024388739,0.6966892278,0.6795082205,0.7348633974,1.2030433335,1.0189165936,0.7855043849,0.8974675258,0.8748714627,0.8726250889,1.0581677327,"Prepared Pigments","3207"
0.8684310232,0.7818103086,0.6821490704,0.6009160255,0.5724437972,0.6080418709,0.5861548068,0.6213817358,0.6699212845,0.8089695155,0.6017237095,0.6198364082,0.5260535337,0.7972287956,0.702893581,0.6228859408,0.6132973147,0.408643219,0.3138343478,0.3527908085,0.4160900067,0.4273867433,0.3849070206,0.4160707673,0.3313983418,"Nonaqueous Paints","3208"
0.1974935367,0.1959960865,0.163956901,0.0778829853,0.1678303389,-0.0173063386,0.0054005472,0.1146648645,0.1427076805,0.1361293339,0.1749083981,0.1378195519,0.1007528514,0.1105733302,0.1272921068,0.0649452325,0.0822325516,0.0099895259,0.1063182672,0.118613294,0.2657773031,0.1970367953,0.0105062137,-0.0296265098,-0.0023189284,"Aqueous Paints","3209"
,,,,,,,,0.0627947712,-0.2076242988,-0.2989603282,-0.2519979614,-0.3116111455,-0.2553660492,-0.2283918387,-0.1593344224,-0.0681612068,0.1733880732,-0.0094649247,-0.0574731683,-0.0311609081,0.1046711234,0.3081314381,0.4238339249,0.4069574453,"Other Paints","3210"
0.7587089659,0.6927700036,0.5502323755,0.7357296362,1.6464034698,1.1327441886,1.0593093528,0.7505120296,0.7788524541,0.7247014348,1.1161713224,1.3083540838,0.9947902402,1.026037548,0.7735956924,0.8372295075,1.0492257284,1.0352356575,1.10162106,0.9703971313,1.1591892333,0.9654868476,0.7818211509,0.8926697631,0.6982178068,"Nonaqueous Pigments","3212"
,,,,,,,,,,,,,,,,0.3775267989,0.1995464238,0.1970915626,0.1841385719,0.1414919522,0.1804350625,0.0740295486,0.0539892426,0.0997560861,"Artistry Paints","3213"
1.2569429571,1.2567592967,1.1260857228,0.6972344016,0.9378683416,0.8424346547,0.8093233175,0.8989022721,0.8034348899,0.7362337055,0.6697293476,0.4788113392,0.4550404358,0.5358698539,0.6767045176,0.6283359425,0.6509495338,0.5897807221,0.7671322599,0.6465082499,0.6406485231,0.5110456186,0.4369310738,0.3558679693,0.3624361164,"Glaziers Putty","3214"
1.3952914002,1.3766831583,1.404996915,1.8686211342,1.7920519311,1.6850656464,1.4119255668,1.7753944557,1.6335350345,1.5693609991,1.5534127831,1.373624338,1.2038859697,1.3471017821,1.3372293883,1.3075674606,1.424920793,1.3918956745,1.3417833921,1.0386903055,1.0012209909,1.1237784729,0.9834073748,0.6546999832,0.5121764573,"Ink","3215"
-1.0186672903,-1.0684618424,-1.1359005226,-1.1047783955,-1.0853350642,-0.9712738961,-1.062722269,-1.13643013,-1.0659454015,-1.016786276,-1.0996344544,-1.041992602,-0.9821768538,-0.9985150063,-0.9722057834,-0.936579986,-0.9582250015,-0.9886510151,-1.0659817698,-1.1008439294,-1.1197658509,-1.2520860147,-1.4511153967,-1.33525251,-1.3712687699,"Essential Oils","3301"
0.777324845,0.2563021897,0.2646504648,0.2832842147,0.528674283,0.505979684,0.3369153098,0.0434176496,0.3046809662,0.8242530774,0.8641353165,0.8369629767,0.837324985,0.6407428573,0.6791174423,0.4444293999,0.4457323306,0.5673121867,0.3829235005,0.4636422245,0.6317219986,0.5832181983,0.3740923121,0.3732946243,0.1909861647,"Scented Mixtures","3302"
-0.1103202737,-0.3097511431,-0.5712863828,-0.5075859701,-0.3936868844,-0.3775974307,-0.2768214953,-0.1837864303,-0.0264275567,0.0800389401,0.2776903903,0.096826963,-0.0743505415,-0.1361866826,-0.1278304457,-0.0290682458,0.1278332748,0.0001627595,-0.0585627467,-0.0281432354,-0.182189966,0.1541011537,0.2254569207,0.2054802296,0.1926861081,"Perfumes","3303"
0.2323554246,0.4508135701,0.1755879613,0.3021798394,0.3073069934,0.3554527306,0.3263954715,0.3398775484,0.322599297,-0.0664963084,-0.0167416977,-0.0395456116,-0.1846228,-0.1606559479,-0.2081644992,-0.0891710774,-0.0883605341,-0.2478696109,-0.0107317822,0.0190483846,0.0567111497,0.2730792153,0.2353930838,0.2541850791,0.4603206101,"Beauty Products","3304"
-0.2788111687,-0.0012975932,-0.1031183803,-0.1429845806,-0.2428826613,-0.3504573414,-0.3652481801,-0.265296439,-0.2484712736,-0.0437588938,-0.0558461884,-0.0127993872,-0.1626423686,-0.2129187726,-0.3041809914,-0.2659310106,-0.145456261,-0.2360915489,-0.1053195223,-0.1078047153,0.1139936258,0.039432546,-0.0488516277,0.0209434774,0.0175867832,"Hair Products","3305"
-0.4896317837,-0.4996156056,-0.4088560122,-0.514178371,-0.6673113378,-0.6920804343,-0.8276861244,-0.8898545837,-0.8088708382,-0.6352502901,-0.5431274255,-0.400849476,-0.4855726717,-0.4742701769,-0.4303613703,-0.4295891706,-0.022770304,-0.0565550319,-0.2603800197,-0.0428364849,-0.0084295167,-0.0257487917,-0.1708555208,-0.0273642658,-0.2260065431,"Dental Products","3306"
0.3295550641,0.2636323691,0.4735276115,0.418154696,0.2721834336,0.2294119581,0.1303728571,0.383006177,0.4106165382,0.443890018,0.4266783949,0.4230325991,0.1661455675,0.1886078146,0.2786129965,0.4398943503,0.4293939433,0.4057022463,0.3959649307,0.1905040806,0.2441264303,0.2025411766,0.2053579613,0.0833389663,-0.112345366,"Shaving Products","3307"
-1.2513529631,-1.229814722,-1.46248733,-1.2790956114,-1.1578123726,-1.122826219,-1.3573905608,-1.3156761035,-1.4858247926,-1.4483712325,-1.5181050995,-1.3576175922,-1.4590363104,-1.3999643418,-1.3509337195,-1.4665570921,-1.3889964902,-1.3919211894,-1.4042179793,-1.2554191548,-1.2545386977,-1.3079431958,-1.3486888447,-1.1545077673,-1.1929127154,"Soap","3401"
0.1104347995,-0.006589426,0.098714828,0.1123685446,-0.1331165363,-0.1773362939,-0.1378543981,-0.1367017817,-0.2153326063,0.0240007686,0.0171205825,0.0902260144,0.0488341089,0.1404247893,0.0617588732,0.0927941256,0.1344943712,-0.0561859035,-0.0279498305,0.0564741415,0.067811458,0.0232509393,-0.0564696778,-0.0339087683,-0.0795617224,"Cleaning Products","3402"
1.9858092183,1.4505929088,1.6152100281,1.6196471991,1.7382817643,1.8357028203,1.9058497531,1.9149994733,1.7159627691,1.5659351692,1.6904324237,1.6221711583,1.8717109032,1.5075251482,1.6495274033,1.576410132,1.6608559661,1.5065204378,1.4377347823,1.3988291294,1.4650463122,1.3936713397,1.1240248794,1.5179135889,1.525976334,"Lubricating Products","3403"
0.3427287651,0.5660394887,0.5763610366,0.7333254594,1.1739042434,1.1932849728,1.039620964,0.7760991842,0.6298343357,0.7851615996,0.7589365956,0.8496807996,0.6856656725,0.5773322108,1.1170956318,1.2105177854,1.1981436698,1.1801230881,0.9056336213,0.9089162209,0.6936822995,0.9717943148,0.7295507806,0.7138774929,0.7548322556,"Waxes","3404"
0.3168389844,0.440083307,0.4895626867,0.4816863387,0.2967769249,0.1076592737,0.1270016727,0.1172040001,0.0613153069,0.1155921626,-0.1826129246,-0.0515540939,0.0410273181,-0.1090509646,-0.2089867146,-0.1886038599,-0.2405760013,0.1612019503,0.1137483197,0.1375275539,0.0495273202,0.020610312,0.1307105992,0.1777552097,0.1736016681,"Polishes and Creams","3405"
-0.1471233205,-0.0141429468,-0.0666772262,-0.2137704305,-0.2162691407,-0.4888126391,-0.6259180246,-0.5287098921,-0.5310036635,-0.3661530149,-0.1223473194,-0.2858882724,-0.8773573376,-0.6286277639,-0.695177186,-0.3576552616,-0.3435320613,-0.3094716572,-0.4437345716,-0.2862617774,-0.3652374278,-0.1485446351,-0.0711744633,0.2069034469,0.1526787861,"Candles","3406"
,,,,,,,,,,,,,,,,0.8003426469,1.095588081,1.0464993345,0.935625974,0.9015232851,0.8592017676,1.0101099035,1.1277728391,0.9596226625,"Pastes and Waxes","3407"
-0.2859603261,-0.1032086062,-0.0676808936,0.1897362077,0.2164147221,0.2293898872,-0.1343731663,0.2129164314,0.2066027046,0.3624962624,0.2492085385,0.2840270271,0.3219950305,0.4051372489,0.3803375778,0.3236752196,0.2508790248,0.1933236566,0.1910752957,0.0329293049,-0.0042512455,-0.0318522419,0.3176565525,0.360057601,0.2286910392,"Casein","3501"
,,,,,,,,,,0.8774284613,0.8676722545,0.471085832,0.4103102116,0.4552496001,0.666445416,0.4671634869,0.4147244814,0.549930536,0.5699378153,0.2594899177,0.1081798626,0.2713993958,0.2460374388,0.2359616417,"Water Soluble Proteins","3502"
-0.0185149973,0.0227146525,0.0425785369,0.1607534223,0.1658568731,0.3125991226,0.430533867,0.4814094988,0.3516836245,0.3405573509,0.3360254693,0.3636706366,0.3714729855,0.5035389924,0.3891210986,0.2584470633,0.1146902445,-0.0191040859,-0.0052612789,-0.1215767078,-0.089181461,-0.1152540018,0.0707699967,-0.0446080075,-0.1163928701,"Gelatin","3503"
0.4068880032,0.4638188901,0.5211685578,0.5080093157,0.7599431545,0.7573876799,0.8308838713,1.1028467557,1.0972180291,1.1555874866,0.9772856125,0.9090190451,0.7180787592,0.4419688799,0.7004144708,0.5593103869,0.8587604926,0.5397468554,0.5496555655,0.5646837785,0.7540952545,0.6197503012,0.6059874242,0.632382481,0.7859670866,"Peptones","3504"
1.433515725,1.5306101612,1.5020021598,1.5338050985,0.8212405877,0.7913867706,0.6655985992,0.9576554931,1.1720723056,0.8161146359,0.6245200844,0.4816985198,0.5714028851,0.4859537166,0.7229492891,0.6216830064,0.8709389292,0.8484024231,0.9062766309,0.9110780983,0.6658133677,0.6651345265,0.3860494031,0.611423014,0.5001458118,"Dextrins","3505"
1.2978118612,1.2791661792,1.278646888,0.7627686223,0.8342729879,0.8811318886,0.6061633553,0.6014612595,0.7460040035,1.0569373594,1.1460655624,1.0267469631,0.8083246468,0.8092771361,0.732811919,0.6469084866,0.6377652926,0.8391725323,0.9141377742,0.9557275722,0.9308963896,1.0550294154,1.0429004058,1.1246274668,1.1293208726,"Glues","3506"
-0.1227168196,0.5146293294,0.4223889513,0.5648707046,0.7213201813,0.7732352111,0.9183884464,0.6009040854,0.8141143147,0.7109688108,0.6840618696,0.7628493892,0.3434730205,0.3338109323,0.2554573085,0.3183036029,0.1943700242,0.1870127891,0.2735413294,0.1971186452,0.3542912315,0.8247744859,1.2538914971,1.1105025135,1.1508371327,"Enzymes","3507"
,,,,,,,,,,-0.7523386656,-0.7435443493,-0.7421029171,-1.0736726298,-1.1727347536,-1.0294378251,-1.1136940854,-0.9568291552,-1.0316911516,-1.0326806236,-0.8748164283,-0.8590529363,-0.8225819816,-0.9903178472,-1.1315674319,"Prepared Explosives","3602"
,,,,,,,,-0.1350505476,-0.4412792102,-0.3695584172,-0.269550359,-0.4277875301,-0.5349829853,-0.4815107969,-0.4048121245,-0.6092661596,-0.599262484,-0.574942497,-0.3463740163,-0.4812879164,-0.5502820312,-0.6369826862,-0.5669867085,-0.6154088686,"Detonating Fuses","3603"
,,,,,-0.8409347051,-0.6536242062,-0.6863996726,-0.7102892362,-0.5726398109,-0.5496502611,-0.5778380222,-0.5804613155,-0.5146538019,-0.3323950475,-0.1300117285,0.0957370484,0.2046045882,0.144340383,-0.1919009531,-0.3568341913,-0.0379987388,0.2332141796,0.4462308123,0.5116932007,"Fireworks","3604"
,,,,,,,,,,,,,,,,,,,0.0158230884,-0.0648065826,-0.3028934836,,,,"Pyrophoric Alloys","3606"
1.887379227,1.8668411915,1.8754855268,1.676038437,1.6680631288,1.5723465446,1.5560200686,1.5866244993,1.6700199503,1.8805533103,1.8464566123,1.8651834579,1.8491448545,1.4417544546,1.4437077958,1.4125918131,1.4227459812,1.4092147905,1.3955343246,1.3324959553,1.5364366212,1.6118611555,1.6407103308,1.6745248813,1.0076671258,"Photographic Plates","3701"
1.1256846841,1.1777437129,1.534820926,1.6170074733,1.6666154079,1.2979880814,1.2494567564,1.2572309937,1.2553795211,1.1530748725,1.1536357687,1.4669659565,1.6059595403,1.3827548931,0.9626068181,1.0424248324,0.9849760396,1.1495799452,1.1230774553,1.4666711653,1.3839092037,2.0805290435,2.011559506,1.9098554028,1.9603280234,"Photographic Film","3702"
1.2302240339,1.2351264374,1.3114321388,1.3769364137,1.6928317826,1.088313922,0.6855635826,0.5586722941,0.3766941324,0.8235314697,0.8116731153,1.1219466649,1.39365013,0.5526112332,0.542295491,0.3107361608,1.0635468543,1.279041632,0.8904885787,0.7354572139,0.9284041744,0.8273883959,0.9078101296,0.8764340142,0.9455777576,"Photographic Paper","3703"
,,,,,,1.9165718382,2.0153378108,1.980195537,1.875315843,1.9305175521,1.9856650606,2.4789890333,2.5389813873,2.5881849541,2.4421986003,2.4136303725,2.355658627,2.0595259971,2.3578465659,2.3845838231,2.4091762292,2.559722769,2.7659276113,2.7814626761,"Developed Exposed Photographic Material","3705"
,,,,,,,,,-0.059644546,-0.1066136486,-0.1461330534,-0.1241971218,0.0067696593,0.0121405909,0.1965098068,0.0381160271,,,,,,,,,"Motion-picture film, exposed and developed","3706"
1.2933016791,1.7895896624,1.9761153464,1.6816354179,1.7937084473,1.8388890355,1.6841492055,1.6626882891,1.6348144501,2.1476782905,2.1329574893,1.5446383916,1.5541044721,1.6031682059,1.5566191211,1.1927740931,1.674808454,1.4281421586,2.0031094978,2.021896438,2.0533080118,2.0779207158,2.2967288248,2.2425802238,2.1321461932,"Photographic Chemicals","3707"
0.4570108236,0.6714722137,0.4209047486,0.5245924158,0.7106010249,0.5908030745,0.5840329246,0.6698356462,0.7623689549,0.5893897653,0.3256461465,0.1973802884,0.3161966142,0.7173412062,0.8626877637,0.9347200105,0.8885954488,0.9459934615,0.9740189511,0.9116529843,1.0395020232,1.070134282,1.0620892387,1.2003548568,0.949133523,"Artificial Graphite","3801"
-0.0306088581,-0.1330355463,-0.2347113676,-0.5863289888,-0.4185019135,-0.4988269458,-0.0772261769,-0.4217951832,-0.4282672759,-0.3963224463,-0.4022495655,-0.4378065742,-0.3116428857,0.0413600498,-0.141661771,-0.1590659537,-0.3287738632,-0.562720679,-0.5829064599,-0.4023122045,-0.8312870008,-0.7549358038,-0.8378584571,-0.9120801873,-0.8647062473,"Activated Carbon","3802"
,,,,,,,,,,,,,,,,,,,0.6244880227,0.7873488586,0.4707626493,,,,"Wood Pulp Lyes","3804"
-0.2794188103,-0.251160035,-0.2301094083,-0.1819009339,-0.1050173646,-0.0462505138,0.0568447599,0.0269017031,0.1637265745,0.1986259375,0.2196793499,0.2049807973,-0.0324498589,-0.0796253047,0.0238149842,0.0458975721,0.1416400474,0.1181211893,0.1023477019,0.1228148717,0.2018313332,0.1254588103,0.0591397207,0.1152981308,0.0369227496,"Rosin","3806"
-0.5626134427,-0.3872771336,-0.3655320988,-0.3109232153,-0.2527604766,-0.378949196,-0.3347810588,-0.3275628922,-0.2190895887,-0.2934228947,-0.2491046795,-0.2757230848,-0.2215679806,-0.0691164008,0.0538313853,0.1185309106,0.1420669583,0.1714825605,0.1412999986,0.1011179044,0.1690882755,0.1512339644,0.2198283917,0.0943114066,0.0160463166,"Pesticides","3808"
1.0680827628,1.0617195132,1.0460131757,1.0788570155,1.1310832872,1.1684153169,1.1341523346,1.1871298161,1.1515713512,1.1554309958,1.1914995431,0.9394926909,0.76481112,0.6965339962,0.5447318022,0.7883998293,0.7224177927,0.7134467291,0.6607288014,0.5578975416,0.5920319393,0.4612283794,0.4827275907,0.4441721585,0.5185679288,"Dyeing Finishing Agents","3809"
,0.6902739408,0.7951460844,0.7635610652,0.7752432522,0.7689092847,0.8868914921,1.0824866858,1.3335981887,1.0793838657,1.4358300911,1.1685525392,1.4076415703,1.3560717405,1.2926699978,1.7339666707,1.5619241885,1.5922571109,1.7428979417,1.6356234339,1.6088734753,1.7010405862,1.7127231368,1.685237918,1.7058805719,"Metal Pickling Preparations","3810"
1.5845445009,1.1648184464,0.723490646,0.8379857239,0.7172338035,0.8709109269,0.8925483305,1.2008494538,1.0087006078,1.3232586372,1.3685420361,1.0278771641,0.4286213526,0.8297289945,0.7612199904,1.0568389213,0.9748107147,0.7533037983,0.9251675024,0.910991542,0.9460638491,0.4588203,0.8797473668,0.6978187925,0.7082059615,"Antiknock","3811"
0.3216295739,0.4021637678,0.4377146926,1.0008493432,1.1481083823,1.3722124309,1.4145781361,1.0417196379,0.8290950042,1.0912129782,1.2214897912,0.7569175705,0.6861994266,0.5616879179,0.8915187958,0.7435355764,1.1187131787,1.1205942662,0.9226081543,0.7926363629,0.8305065317,0.9958785863,1.1067069042,1.2537971311,1.0417878603,"Prepared Rubber Accelerators","3812"
0.4693477104,0.1346012168,0.0701886177,0.117627116,0.1119822033,0.0974489453,-0.0661853549,-0.2302367732,-0.1284754237,-0.2031733364,-0.1409411089,-0.3381123252,-0.239554428,-0.4702449933,-0.0193624884,-0.2764549474,-0.2058315046,-0.5498244779,-0.4931603388,-0.1502583101,-0.0977516654,-0.2311685999,-0.1019045657,-0.2311855116,-0.140028352,"Organic Composite Solvents","3814"
1.750186279,1.6022295444,1.7359266537,1.3179459107,1.4819795345,1.3016579562,1.1409221681,1.1691051208,1.4462320955,1.4582151349,0.7254334055,1.0460371082,0.9977468703,1.2300930978,1.4288143767,0.7927023556,0.6703462455,0.7388009047,1.096865323,1.0913211584,0.9311834529,0.8747544833,0.8857326929,0.6494342047,0.8658543287,"Reaction and Catalytic Products","3815"
