"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1699.02083585982","1686.19529006877","1708.69359081177","1173.30733889123","1181.5450277454","1212.07045001597","1265.86748440277","1333.42222339949","1370.90781352526","1387.3297311429","1420.04624575477","1488.27727468377","1561.30498733618","1652.18799366019","1621.34466455089","1580.47922766632","1516.35571427608","1515.64453975331","1497.00478720289","1427.8190899409","1353.84291976355",
"Libya","LBY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16402.9608604597","16746.2738707408","16193.0871860589","15783.0981754167","17553.5531997824","18048.9425099151","19883.4829147438","20858.5365109573","21857.1320263584","22129.1937498892","21685.0228785807","22539.8927593081","8479.94796433782","18806.7838015844","16160.1102385469","12201.2046848341","11022.4292135086","10592.4309433663","13238.0005389502","15017.9935741811","15174.1625153905","10282.2910804458",
"St. Lucia","LCA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11709.5995201278","11587.1938497992","12353.6943521279","12283.2889518834","12335.3047388681","12397.9026948176","12591.6912307899","12331.7041376303","12926.8041653966","13103.7597613658","12963.8538743731","12407.4911660515","12364.7367325259","12800.6527833417","13621.3838846444","13433.7481536919","14096.065293761","14140.7610446783","14634.012215407","14037.3912951736","14109.4134298143","14760.4906606537","14637.9294950354","14105.3164244302","14288.822306515","14029.5909199045","14516.2421185041","14945.7332820006","15261.3643508088","15448.34490734","12270.0132882689",
"Latin America & Caribbean","LCN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10557.6710119314","10731.9948285684","10848.8815619646","11122.5549534308","11507.9192732015","11400.1979505929","11674.172847312","12104.7206723328","12244.7304945194","12127.1009925987","12379.4477577623","12256.5856573154","12159.6906601988","12303.9125469159","12815.1055084403","13155.5565654419","13654.1774666232","14198.6219924506","14552.8257348846","14087.1585148243","14834.313347027","15341.1713215906","15575.1591162672","15863.7627500665","15943.6572453878","15895.7513770724","15751.6267299031","15906.6318259984","16033.6212901116","16025.1845622392","14813.2028947043",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1490.79669605161","1470.75290708192","1435.36987640503","1394.55500694257","1364.37194632512","1405.89101351","1448.52507676871","1475.83548823889","1494.09195524658","1521.66549140585","1548.15143348049","1591.93289777589","1630.05732677588","1676.38786456883","1744.80876495366","1839.1877787154","1934.53949349142","2046.88854885655","2143.30713523627","2201.35127059046","2287.05066734555","2352.55611589585","2440.45063631567","2528.98686817262","2625.85680440334","2697.99030558637","2760.4951335832","2847.01102283705","2930.62115333353","3004.85294938334","2928.33255263177",
"Low income","LIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1219.21316384616","1179.34297688584","1116.15882743596","1087.62076877835","1055.30253592845","1071.73330895495","1099.11983417172","1115.07849292836","1114.17667939787","1119.93957283606","1116.31177339064","1146.32017476538","1157.16478304855","1181.65273964649","1220.15058389123","1274.41505003044","1330.19013644166","1401.71344217668","1460.84013629796","1500.16094078939","1566.87066950968","1600.93496887968","1649.84644432038","1710.95293190571","1779.00963458645","1822.94827273767","1863.07063404277","1911.65177533203","1952.73214466492","1989.91913848213","1962.79496037691",
"Liechtenstein","LIE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3878.30922376009","4008.13817624604","4137.05330449161","4376.12819797707","4577.86129711737","4790.34862622597","4938.71012875451","5225.57758942678","5443.48396942315","5647.55816266825","5949.96985448253","5816.47376872009","5999.25686388266","6302.21576206726","6589.46331448696","6944.22656373466","7419.41365023238","7865.36807271125","8274.17512000304","8507.59266654425","9126.86534434362","9827.62179765873","10712.3970326228","10990.0702704975","11428.1075684988","11890.5161786165","12287.4727088539","12584.1044231151","12860.320452884","13070.1252612639","12536.9413881921",
"Lower middle income","LMC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181.39002749889","3168.65795765229","3177.9508877259","3149.05271189938","3142.04160508653","3218.56610457024","3332.80338361531","3382.30150657994","3363.37791572865","3450.12062829866","3542.03808451989","3626.33882409271","3729.13968864721","3901.75351438875","4096.0824074761","4279.54694378877","4489.91513598905","4724.58261640273","4841.26875246616","4975.86328495085","5221.80710050239","5392.18798230685","5540.0772411705","5736.4478832413","5963.94598006328","6181.08711689903","6468.19406829731","6719.90627908136","6949.76352582603","7102.4037497733","6718.34770818284",
"Low & middle income","LMY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4351.83707633079","4301.37173158454","4244.58249624273","4268.01092098781","4281.36752015924","4359.62663234651","4505.00791503306","4634.28015503868","4651.28184400668","4755.26190481112","4951.97345699178","5061.9715022371","5220.64325233737","5454.19934049749","5786.83288897717","6105.44567289985","6496.0850452208","6946.0885450267","7230.73414231802","7317.75278765536","7756.43792205265","8108.11186222439","8419.83296284849","8746.34782785207","9046.75489429603","9316.52716263982","9628.61312033444","9993.12509497397","10335.7610603242","10598.2685109521","10250.2002091091",
"Lesotho","LSO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1394.07248369698","1458.00820560728","1524.65279775052","1543.56289978019","1601.51438380161","1621.74210375395","1680.90842357976","1713.26039552285","1713.93959610414","1703.16301471963","1757.79233606674","1817.77480771478","1836.25979745205","1930.90680677252","1975.72503107823","2054.28110098935","2147.83100702507","2241.16697264433","2364.68206025785","2331.46741335689","2447.55867088983","2549.99404229465","2696.46671640575","2726.48075289897","2752.87080159264","2817.51012990125","2896.06594946748","2782.95598508654","2727.018654846","2694.9634232639","2377.86990128458",
"Late-demographic dividend","LTE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5275.9521577235","5211.1306025159","5082.73954572385","5165.72187967808","5248.16059979225","5440.61695127646","5624.49333768682","5839.70044816521","5890.42423981499","6100.78202492312","6476.51352050008","6750.03831928036","7092.07258418492","7520.27231039212","8068.4496534032","8613.02736021915","9329.85049468193","10183.9587929755","10794.6203119575","11014.7370202676","11782.0693317011","12504.7968134002","13131.989305832","13745.9203843682","14315.9484821504","14818.4740521467","15333.4332438818","16005.5691914117","16742.323669722","17408.375143238","17297.1557180873",
"Lithuania","LTU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10640.3600314613","11274.6401082973","12302.1012042126","13317.9077290717","13259.6169504528","13846.6832884609","14872.3790941775","16004.4388997159","17839.7827376226","19226.4692652314","21053.1846048184","22977.9966473047","25835.3680157114","26784.8800343204","23065.0619581523","23942.7603567557","25968.5834234521","27330.8959483858","28589.0266601627","29855.8314910326","30748.1963109529","31925.8034212317","33761.871239796","35427.4618636641","37062.5867515036","36732.034744031",
"Luxembourg","LUX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67641.5636010186","72510.6782201101","72855.8876335309","74904.0256002667","76714.1768991761","76727.4488448673","76741.0590785867","80112.2261373053","83904.5497988696","89799.4169866269","95901.0204047436","97165.5837389526","99825.4635764877","100226.521534938","102381.312977526","104025.415860951","107681.016707959","114889.17999422","111409.723762355","104598.831931338","107703.453907485","108010.708571327","105075.9610942","106427.456256053","108414.751923468","110446.086101647","113035.834714458","112308.17379315","113589.670473448","113940.23744151","110261.157353302",
"Latvia","LVA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9506.29730969054","9861.00328741099","10842.580786341","11639.3199608061","12056.0925067601","12863.3093474278","13854.4095642241","15009.0599775092","16433.0395197478","18025.7035021455","20175.8162019511","22802.3663218124","25294.3887250425","24711.1074481853","21540.0855594708","21023.9013349872","22795.1977092386","24060.9857720536","24881.9087718444","25387.0076467731","26621.2722286526","27503.1773004104","28650.0077575999","30036.0865499334","30858.750074744","29932.4939100562",
"Macao SAR, China","MAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49057.7108694107","49442.4244358999","54674.9811756531","56285.4094846712","57496.9590310631","58204.2399998837","56802.3739992612","55518.0000358859","51910.9873286672","49624.1335143711","51324.9262620151","51582.6318709788","54816.6664441295","59688.7773682445","73750.3054522447","77846.9146597975","86315.0586831492","96715.0229473466","97912.859658656","97056.463347753","118774.2315009","141140.121431372","150575.206979983","162915.745251328","156106.625490512","120136.411348039","117236.616121685","126919.65353582","133189.135594832","127903.180133399","55117.5436072753",
"St. Martin (French part)","MAF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3816.99361298036","4018.55026427665","3864.74431680108","3770.51732438291","4101.79832318845","3820.53675862027","4231.49216596177","4108.99941947292","4349.61545046044","4341.82986086108","4370.7994905291","4634.19277410943","4721.94869524636","4944.38838739121","5120.82594400246","5227.56263149928","5558.04905573476","5687.22735240098","5952.65699617584","6129.11381821146","6281.46419122613","6522.37374267222","6625.46345426034","6828.22301681787","6912.17800214842","7126.67058575575","7106.24124906058","7312.05677903856","7446.93622037578","7537.48527234118","6916.34641150088",
"Monaco","MCO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5696.15835872764","5372.13850162898","5480.85433270117","5124.35489581344","4959.53512792718","5074.37706419218","5395.96732756623","5830.3391258524","6232.66704790333","6710.46912061356","7231.32842221528","7599.52478276726","7845.66940111052","8473.7479217792","7975.38414539473","8550.170639047","9052.86654300804","9000.65892487276","9817.29629671112","10314.4096500359","10360.8295911083","10942.5508739575","11651.3174546862","12363.1468378401","13022.0046061019","12324.7362793838",
"Madagascar","MDG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1853.04938759118","1686.15692005066","1656.34422495183","1641.21065326437","1591.41976455459","1569.03721874483","1553.57490020809","1560.97384439889","1571.62911217234","1594.47626097939","1614.38228216052","1658.93560154162","1409.395419449","1501.27431714625","1533.69908791924","1559.87472086079","1596.75321799711","1639.88277774455","1700.69592143625","1587.56703518614","1553.40472203739","1534.9397058785","1538.51639687439","1531.77846723897","1540.74482429407","1546.76704618335","1565.86755310165","1584.42447526047","1592.05355843859","1618.53231427249","1510.14172617809",
"Maldives","MDV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10598.0005008946","11208.8389793941","11935.6408669245","12609.8947279463","13140.124167094","13358.5871498489","12521.9470498512","13072.482992318","14452.5688143834","14901.9826742839","12607.723949822","15516.9674518639","16330.7997742602","17448.983644097","15732.1697027626","16305.7988707549","17015.815463373","16709.1293118003","17133.7682043237","17568.4098970071","17284.6478850838","17584.1475260581","18058.5810702716","18795.5303400287","19531.0425522241","13049.0466533943",
"Middle East & North Africa","MEA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10481.2972191685","10650.923545915","10921.1596523494","10900.5460733672","10872.0939014387","10844.1426228011","11124.9546570443","11257.178384187","11556.2649296535","11544.637444155","12062.1469450976","11997.9738910023","11954.1254205467","12339.6634317167","13042.170993478","13405.1801446241","13858.5819159889","14270.7358994547","14621.6100647401","14431.8457786223","14824.5660176149","15064.0127487791","15299.1501109477","15392.3229216345","15547.0476934816","15706.2508821862","16192.5058465037","16195.8137147725","16095.7415855083","15929.750654091","15180.067601134",
"Mexico","MEX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14949.0301460641","15293.1587095725","15550.5601249241","15575.1180606905","16067.1460497389","14808.8071185208","15559.9763718083","16368.0927691667","16954.3296103203","17165.8921814884","17756.5664680698","17438.2085202562","17193.5610804702","17205.9865610425","17635.2468516088","17788.5891204455","18319.4775627403","18462.840123233","18396.8109188439","17168.9773337976","17790.0119218899","18186.2245700593","18594.8944659843","18600.3711821448","18887.5674432127","19268.9143963283","19539.2612488443","19721.2609759241","19928.3956618582","19701.337669842","17887.7507356971",
"Marshall Islands","MHL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3297.10425813136","3222.41384915746","3393.69676109616","3555.22175874301","3735.25229992727","4022.81085243252","3603.4148250986","3375.82809175983","3354.61629131883","3308.43760620519","3331.03748033339","3512.94262245094","3577.77844054562","3447.74298090872","3415.87938784046","3446.85402589266","3403.47091742752","3495.80152762873","3272.76798023822","3371.64744415345","3589.7264710545","3557.45783268542","3464.28440801124","3589.49082826266","3539.83479058309","3580.62193425081","3600.01377015112","3700.63651929099","3800.92087927608","4022.98045321708","",
"Middle income","MIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4585.93426001033","4537.05805881221","4483.12035569458","4513.4061900048","4533.26345770534","4619.98806044837","4778.26558916451","4920.09115827772","4942.32656162325","5058.26249154958","5275.48154471115","5397.67783116989","5574.39067960147","5832.05980469677","6197.14231988333","6546.80507048087","6975.81321655842","7469.60605836233","7784.92509485374","7886.1845237423","8370.42949990109","8762.72703138226","9110.60827652461","9474.37859768804","9809.7459486596","10114.5160773174","10467.3995739279","10878.7383347543","11268.3315076368","11571.3118243541","11203.5899883008",
"North Macedonia","MKD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11378.1606638089","10691.6480512506","10013.0535520781","9286.79630276585","9134.15849938754","9025.29657194665","9103.87809052711","9188.10895046089","9439.7104661255","9789.25933141322","10182.126070975","9831.06140591258","9948.26689783118","10147.111273571","10602.7150656807","11086.1567452985","11639.5430449541","12379.370695841","13044.7636415746","12987.1715790165","13412.3128319948","13714.575216367","13640.2240111418","14027.1309671367","14524.1946989175","15072.9475418471","15491.7435930236","15649.9274193472","16093.3104230501","16600.1436488516","15848.4192939955",
"Mali","MLI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1414.88647455469","1547.08412771329","1460.948094124","1468.00727615134","1483.06795267914","1457.57199562414","1520.45692817007","1553.33384062797","1628.01433845951","1675.17042322216","1627.73231771183","1823.84068813724","1824.60114979137","1930.20736877086","1899.08202862696","1958.8187312822","1983.70555095442","1985.62342755127","2012.28126172917","2041.33021755957","2082.96193463428","2085.4208491547","2007.80692981945","1995.15925159506","2075.40068139937","2139.73629713506","2198.56038119009","2246.79742084484","2283.70241285673","2321.91717305646","2216.77326231685",
"Malta","MLT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16016.3584793595","16565.8839672021","17164.9809654103","17755.8744918599","18584.646704543","19626.0768009531","20234.1404956871","21137.2730744493","22076.7334122287","22982.0931775159","27328.3499624023","26805.2307104171","27288.6564083015","28214.2293188681","28064.6801154691","28829.9153415681","29446.1085281643","30744.6627557633","31714.042137651","31118.9505140447","32683.1440216215","32696.9597110097","33738.5763116982","35089.0655796455","37020.9556625296","39621.0902354165","40308.8053889478","42404.289833871","43069.9522456094","43703.4811934287","39001.6215993342",
"Myanmar","MMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619.645309375663","607.457512653593","658.107904053268","689.908619293475","733.066120786793","774.746265743922","814.446340346971","849.486752105388","887.804748033338","972.821941398638","1093.78820723887","1204.83343290294","1336.22299789089","1507.09530224356","1696.88158570422","1911.95597037831","2146.56793325411","2388.44862007931","2617.13817405882","2874.78028393755","3129.92025489038","3279.66548847766","3491.18469222435","3753.32136417978","4020.03667693095","4268.5006767951","4482.92679957997","4739.91544500094","5029.1880858737","5082.50316102148","4544.02156851419",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590.68358362329","6393.3931021829","6520.96474560118","6535.4939394715","6499.76666353102","6540.65120191092","6791.16270602891","6883.61983411","7191.0397428309","7370.38790235172","7684.2576372344","7731.39449685791","7832.06234001169","7882.05962643302","8329.73851655427","8536.84264633824","8829.60656395279","9223.9942489022","9424.09730104334","9522.28604579399","9833.67460994986","9660.56395528744","9717.2933095231","9714.41701579024","9768.1881015213","9794.78386971751","10319.6807452357","10470.9853650277","10328.702729154","10197.3775748193","9766.18351922746",
"Montenegro","MNE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12579.2731824202","13236.0057331153","12024.6896248924","12418.9935413166","12505.1653850313","12692.2889684277","12955.5795786056","13505.0460059252","14048.8404403414","15233.3762173835","16248.3359258704","17391.0269689198","16348.0915019536","16764.3623723453","17287.4176362671","16802.398296999","17381.7399852868","17674.6184061447","18263.6006034135","18797.9056157307","19682.2833488193","20686.5759142605","21533.9492357479","18278.7307915519",
"Mongolia","MNG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4983.77813124481","4481.20664192505","4020.04616859719","3858.77389468895","3911.27319268476","4128.91201543227","4187.38844425879","4314.84733066683","4421.24893905496","4517.56685671818","4528.95594640011","4619.94667899314","4791.73788861215","5074.41232280116","5551.460474901","5883.36005710786","6305.82320106746","6858.33057040859","7360.68460886902","7153.4374511594","7479.78090233711","8613.31362407678","9488.34296579569","10383.7837079284","10980.3239959288","11022.9785342491","10940.4186480461","11311.7611259291","11915.5567471637","12316.7913725436","11470.6738325698",
"Northern Mariana Islands","MNP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471.325102529694","481.896855502426","436.720371050912","464.01835796079","475.249723274044","469.189503972006","506.151820491004","548.347795240673","587.863720642787","640.252515963297","630.701613637085","687.14942573975","729.289976877035","756.594282288843","792.727274213917","821.345814204148","875.916597945717","917.795240453608","958.283424091559","991.322834728107","1027.20887652935","1073.4781338343","1120.12848093229","1165.40820547454","1217.08886738517","1262.61312778202","1273.78363325041","1283.65986980986","1289.73594800556","1281.50604143547","1229.08001865892",
"Mauritania","MRT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4640.9323337176","4602.72063919683","4569.20765399639","4714.60133709483","4454.8389079846","4769.41847416714","4920.88076269789","4604.13398864515","4613.26351092751","4660.67060360077","4361.21351253339","4210.77835557633","4152.63783031275","4317.48620612867","4395.52347900034","4638.00598024501","5333.61153635899","5080.64586900461","4919.84042176481","4783.63713510308","4767.37736625119","4822.16903965835","4891.05738329133","4946.03479961312","5008.68825554443","5127.43228246614","5045.89672406524","5077.18598735595","5042.43119844404","5197.0722508281","4983.2206333331",
"Mauritius","MUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7989.52989598513","8254.31621126342","8676.97388561326","9010.48448114771","9252.7159082195","9566.82492083429","9998.61711434942","10435.7983653154","10953.6768847833","11097.6902028741","11890.5886483671","12191.9274175312","12303.1068475908","12938.1526777756","13413.9932626868","13571.8356011585","14165.9544855364","14909.1708552865","15655.6043211354","16131.7069751994","16797.8172363943","17454.7800781809","18014.9911490937","18579.3741551896","19240.2247080161","19897.4753965644","20646.9330000973","21415.1161096211","22208.1381171868","22870.2862495308","19469.5245883739",
"Malawi","MWI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.432541805968","715.156023079072","656.856151699422","718.709987557885","642.772136197904","742.776060757935","782.937060821144","793.461458700128","801.913526301447","803.321057394995","794.432853226581","736.205743780939","730.717793557957","753.967623310517","775.34619474971","780.136111852854","794.909178066044","847.182538733493","886.258134175438","932.867238615304","968.779811536522","987.12002674606","977.391396339736","999.440186463887","1027.20786581815","1027.22948309446","1024.60321619768","1037.54980159474","1055.16960199979","1086.4619606871","1066.46056308012",
"Malaysia","MYS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10306.0820868861","10991.0680955374","11663.6270775967","12500.5041679655","13315.4223448057","14260.0961720758","15290.9144422192","15995.7194856008","14448.7410999046","14965.6176979121","15917.0571666512","15652.0144547265","16155.6016212127","16751.4071411006","17538.4856988199","18114.1441085608","18752.5457933406","19546.985916628","20103.5041375898","19442.9853496958","20536.372513472","21289.2575389666","22132.2169241375","22855.9496949302","23906.2285804437","24787.8237457166","25541.7705112243","26661.5074160333","27558.1369502408","28364.4763211606","26435.1715707484",
"North America","NAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39346.8506585701","38785.7928907402","39606.661286468","40172.2962448548","41286.3298939737","41899.4786768423","42982.1425152287","44337.9009736171","45747.0710056609","47363.4074650099","48809.5379586653","48822.4046813","49266.7380777741","50276.0578517116","51709.0401883617","53091.5333554788","54135.024293932","54838.9162598601","54292.0471193071","52421.1472837551","53327.9752493387","53819.0823252698","54585.2615409496","55208.8410029749","56189.597407399","57377.7665517944","57880.971979998","58857.8536377954","60221.0834575893","61167.9535254633","58692.4149104384",
"Namibia","NAM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5875.23480789678","6167.74314161669","6434.4299333238","6177.45029664264","6139.31559352014","6237.46795663461","6299.11029569763","6430.97098144398","6513.73733173809","6610.18666925467","6723.91293908932","6694.62048227469","6909.6749948278","7096.8633326807","7848.06896471562","7919.62406695878","8337.83203507025","8631.78969404835","8700.65749304648","8568.50202898629","8923.72178102078","9213.60001914623","9512.0174801924","9871.89135396804","10289.432672789","10535.9800339919","10346.7081649657","10050.4176157131","9972.19669837636","9728.0899151762","8788.00829248926",
"New Caledonia","NCL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1124.92232583551","1084.55698563477","1070.35281716523","1038.22295298256","1021.95257490407","1011.54113423542","977.903694506541","958.544199870923","1017.39891269833","979.480617602206","933.346375903928","965.417211590173","976.454450224605","961.523674608959","929.884061390282","961.539888157597","981.158183921912","974.682178226183","1011.10309831936","992.410102653196","1036.90430530082","1020.99681573934","1085.54282809398","1099.43224609808","1127.61407538703","1132.33120491778","1151.65787379293","1163.68778361139","1200.97246385835","1224.51026155853","1196.87755957473",
"Nigeria","NGA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3259.64290040807","3189.08907136026","3253.69442114382","3108.67471825696","2977.09016501163","2901.76822713651","2949.2003567185","2961.19846923008","2962.89211246602","2906.72396750425","2977.04147454063","3075.00313052884","3458.07066646502","3619.14020790471","3854.00806390933","3997.43975061575","4130.40330626342","4288.27030694183","4458.62229484372","4690.37944900228","4932.33479996173","5056.89214708727","5131.3726452234","5329.12151659822","5516.38559753258","5514.77027265177","5284.89322799694","5190.35612668836","5155.07599367409","5135.49946875343","4916.72138086439",
"Nicaragua","NIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3454.26764763956","3371.67858381284","3309.52433733579","3224.13909091514","3261.21900855363","3384.84140400122","3531.72704383947","3606.34230722076","3676.99335126438","3872.30656552324","3968.89293294195","4026.00183673832","3998.87751216131","4043.28903671795","4200.28312296683","4320.75032069299","4438.89605357862","4600.53606266195","4693.62809698985","4477.40950006344","4611.78569153692","4837.53709078481","5083.36301095929","5263.48483906416","5443.27808191085","5630.40573760446","5811.88305830321","6004.02858029107","5729.68822390274","5451.70783470381","5280.14058082509",
"Netherlands","NLD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36461.4190196424","37057.5831275013","37405.9299673421","37613.2521936233","38494.2178517725","39498.1368221301","40691.8903167389","42235.4890688287","43933.5681069516","45839.1314634489","47422.2034047837","48160.7843668965","47958.3319661157","47806.8844286609","48586.7046242077","49467.4354267059","51097.3626113331","52909.9697572206","53848.2522316971","51607.6057272318","52032.9865022429","52594.2290064164","51860.0559942119","51640.0766862304","52186.9973861206","52974.1162200949","53847.8265545448","55088.6338006744","56060.9136269404","56784.0372529824","54325.5088285114",
