Section ID,Section,HS2 ID,HS2,HS4 ID,HS4,HS6 ID,HS6,Trade Value
1,Animal Products,101,Live animals,10101,Horses,1010111,"Horses, live pure-bred breeding",473
1,Animal Products,101,Live animals,10101,Horses,1010119,"Horses, live except pure-bred breeding",1970
1,Animal Products,101,Live animals,10103,Pigs,1010310,"Swine, live pure-bred breeding",460271
1,Animal Products,101,Live animals,10103,Pigs,1010391,"Swine, live except pure-bred breeding < 50 kg",405292
1,Animal Products,101,Live animals,10103,Pigs,1010392,"Swine, live except pure-bred breeding > 50 kg",115172
1,Animal Products,101,Live animals,10106,Other Animals,1010600,"Animals, live, except farm animals",7950053
1,Animal Products,102,Meat and edible meat offal,10201,Bovine Meat,1020130,"Bovine cuts boneless, fresh or chilled",19175
1,Animal Products,102,Meat and edible meat offal,10202,Frozen Bovine Meat,1020220,"Bovine cuts bone in, frozen",34064
1,Animal Products,102,Meat and edible meat offal,10202,Frozen Bovine Meat,1020230,"Bovine cuts boneless, frozen",2015786
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat,1020311,"Swine carcasses and half carcasses, fresh or chilled",13890
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat,1020312,"Swine hams, shoulders & cuts bone in, fresh or chille",3106
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat,1020319,"Swine cuts, fresh or chilled, nes",35457
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat,1020322,"Hams, shoulders and cuts, of swine, bone in, frozen",8845
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat,1020329,"Swine cuts, frozen nes",178068
1,Animal Products,102,Meat and edible meat offal,10204,Sheep and Goat Meat,1020442,"Sheep cuts, bone in, frozen",643
1,Animal Products,102,Meat and edible meat offal,10204,Sheep and Goat Meat,1020450,"Goat meat, fresh, chilled or frozen",1779
1,Animal Products,102,Meat and edible meat offal,10206,Edible Offal,1020610,"Bovine edible offal, fresh or chilled",2912
1,Animal Products,102,Meat and edible meat offal,10206,Edible Offal,1020629,"Bovine edible offal, frozen except livers and tongues",104218
1,Animal Products,102,Meat and edible meat offal,10206,Edible Offal,1020630,"Swine edible offal, fresh or chilled",2717
1,Animal Products,102,Meat and edible meat offal,10206,Edible Offal,1020649,"Swine edible offal, frozen except livers",166656
1,Animal Products,102,Meat and edible meat offal,10206,Edible Offal,1020690,"Sheep, goat, ass, mule, hinnie edible offal, frozen",1649
1,Animal Products,102,Meat and edible meat offal,10207,Poultry Meat,1020721,"Fowls, domestic, whole, frozen",30606
1,Animal Products,102,Meat and edible meat offal,10207,Poultry Meat,1020723,"Ducks, geese and guinea fowls, domestic, whole, froze",239981
1,Animal Products,102,Meat and edible meat offal,10207,Poultry Meat,1020739,"Poultry cuts & offal, except livers, fresh or chilled",2691
1,Animal Products,102,Meat and edible meat offal,10207,Poultry Meat,1020741,"Fowl cuts & offal, domestic, except livers, frozen",2523984
1,Animal Products,102,Meat and edible meat offal,10207,Poultry Meat,1020743,"Duck, goose, guinea fowl cuts, offal not liver, froze",624814
1,Animal Products,102,Meat and edible meat offal,10208,Other Meat,1020810,"Rabbit or hare meat, offal, fresh, chilled or frozen",167
1,Animal Products,102,Meat and edible meat offal,10208,Other Meat,1020890,"Meat and edible offal nes fresh, chilled or frozen",367366
1,Animal Products,102,Meat and edible meat offal,10209,Animal Fat,1020900,"Pig and poultry fat, unrendered",9
1,Animal Products,102,Meat and edible meat offal,10210,Preserved Meat,1021011,"Hams and shoulders, swine, salted, dried or smoked",53462
1,Animal Products,102,Meat and edible meat offal,10210,Preserved Meat,1021012,"Bellies (streaky) of swine, salted, dried or smoked",420
1,Animal Products,102,Meat and edible meat offal,10210,Preserved Meat,1021019,"Swine meat, salted/dried/smoked not ham/shoulder/bell",562806
1,Animal Products,102,Meat and edible meat offal,10210,Preserved Meat,1021020,"Bovine meat salted, dried or smoked",155923
1,Animal Products,102,Meat and edible meat offal,10210,Preserved Meat,1021090,"Meat and edible meat offal cured, flours, meals nes",483722
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10301,Live Fish,1030110,"Ornamental fish, live",5450838
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10301,Live Fish,1030191,"Trout, live",23226
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10301,Live Fish,1030192,"Eels, live",63792162
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10301,Live Fish,1030193,"Carp, live",9376
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10301,Live Fish,1030199,"Fish live, except trout, eel or carp",101856023
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030211,"Trout, fresh or chilled, whole",42
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030212,"Salmon fresh or chilled, whole",884
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030232,"Tuna(yellowfin) fresh or chilled, whole",25008446
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030239,"Tuna nes, fresh or chilled, whole",26433456
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030250,"Cod, fresh or chilled, whole",2701
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030261,"Sardines,brisling,sprats, fresh or chilled, whole",209975
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030264,"Mackerel, fresh or chilled, whole",57553
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030265,"Dogfish and other sharks, fresh or chilled, whole",32292
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030266,"Eels, fresh or chilled, whole",4157
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030269,"Fish nes, fresh or chilled, whole",43652605
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10302,Non-fillet Fresh Fish,1030270,"Fish livers and roes, fresh or chilled",70766
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030310,"Salmon, Pacific, frozen, whole",174049
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030321,"Trout, frozen, whole",92908
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030329,"Salmonidae, nes,frozen, whole",1230403
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030331,"Halibut, frozen, whole",2714000
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030332,"Plaice, frozen, whole",7910
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030339,"Flatfish except halibut, plaice or sole, frozen, whol",103296
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030341,"Tunas(albacore,longfin), frozen, whole",169496485
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030342,"Tunas(yellowfin) frozen, whole",163998430
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030343,"Skipjack,stripe-bellied bonito, frozen, whole",214650360
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030349,"Tunas nes, frozen, whole",226323408
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030350,"Herrings, frozen, whole",14249
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030360,"Cod, frozen, whole",9268
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030371,"Sardines,brisling,sprats, frozen, whole",822042
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030373,"Coalfish, frozen, whole",183
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030374,"Mackerel, frozen, whole",21120051
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030375,"Dogfish and other sharks, frozen, whole",19360498
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030376,"Eels, frozen, whole",595883
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030377,"Sea bass, frozen, whole",2162415
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030379,"Fish nes, frozen, whole",334733262
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10303,Non-fillet Frozen Fish,1030380,"Fish livers and roes, frozen",3041281
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10304,Fish Fillets,1030410,"Fish fillet or meat, fresh or chilled, not liver, roe",1334887
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10304,Fish Fillets,1030420,"Fish fillets, frozen",138723864
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10304,Fish Fillets,1030490,"Fish meat & mince, except liver, roe & fillets, froze",7027326
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030510,"Flours, meals & pellets of fish for human consumption",1368221
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030520,"Livers and roes, dried, smoked, salted or in brine",785426
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030530,"Fish fillets, dried, salted or in brine, not smoked",49167
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030541,"Salmon, smoked, including fillets",385072
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030549,Smoked fish & fillets other than herrings or salmon,128741
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030551,"Cod dried, whether or not salted but not smoked",675939
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030559,"Dried fish, other than cod, not smoked",3487515
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10305,Processed Fish,1030569,"Fish nes, salted or in brine, not dried or smoked",54491
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030611,"Rock lobster and other sea crawfish, frozen",72031
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030612,Lobsters (Homarus) frozen,54310
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030613,"Shrimps and prawns, frozen",14945266
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030614,"Crabs, frozen",1172881
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030619,"Crustaceans nes, frozen,",166945
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030621,Rock lobster and other sea crawfish not frozen,73134
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10306,Crustaceans,1030622,"Lobsters (Homarus), not frozen",1735
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030710,Oysters,19542
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030721,"Scallops, live, fresh or chilled",323
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030729,"Scallops other than live, fresh or chilled",1796266
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030731,"Mussels, shelled or not, live, fresh or chilled",1100
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030739,"Mussels, frozen, dried, salted or in brine",155381
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030741,"Cuttle fish, squid, live, fresh or chilled",2089
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030749,"Cuttle fish, squid, frozen, dried, salted or in brine",7755549
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030759,"Octopus, frozen, dried, salted or in brine",11662
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030760,"Snails, edible (except sea snails)",49973
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030791,"Aquatic invertebrates nes, fresh or chilled, live",1767596
1,Animal Products,103,"Fish and crustaceans, molluscs and other aquatic invertebrates",10307,Molluscs,1030799,"Aquatic invertebrates nes, frozen or preserved",123065059
1,Animal Products,104,Dairy products and other edible products of animal origin,10401,Milk,1040110,Milk not concentrated nor sweetened < 1% fat,7947
1,Animal Products,104,Dairy products and other edible products of animal origin,10401,Milk,1040120,Milk not concentrated nor sweetened 1-6% fat,67454
1,Animal Products,104,Dairy products and other edible products of animal origin,10401,Milk,1040130,Milk and cream not concentrated nor sweetened < 6% fa,100766
1,Animal Products,104,Dairy products and other edible products of animal origin,10402,Concentrated Milk,1040210,Milk powder < 1.5% fat,551342
1,Animal Products,104,Dairy products and other edible products of animal origin,10402,Concentrated Milk,1040221,Milk and cream powder unsweetened < 1.5% fat,3661068
1,Animal Products,104,Dairy products and other edible products of animal origin,10402,Concentrated Milk,1040229,Milk and cream powder sweetened < 1.5% fat,255327
1,Animal Products,104,Dairy products and other edible products of animal origin,10402,Concentrated Milk,1040291,"Milk and cream unsweetened, concentrated",145801
1,Animal Products,104,Dairy products and other edible products of animal origin,10402,Concentrated Milk,1040299,Milk and cream nes sweetened or concentrated,965675
1,Animal Products,104,Dairy products and other edible products of animal origin,10403,Fermented Milk Products,1040310,Yogurt,1484381
1,Animal Products,104,Dairy products and other edible products of animal origin,10403,Fermented Milk Products,1040390,"Buttermilk, curdled milk, cream, kephir, etc.",9048466
1,Animal Products,104,Dairy products and other edible products of animal origin,10404,Whey,1040410,Whey,15222
1,Animal Products,104,Dairy products and other edible products of animal origin,10404,Whey,1040490,Natural milk products nes,145368
1,Animal Products,104,Dairy products and other edible products of animal origin,10405,Butter,1040500,Butter and other fats and oils derived from milk,48398
1,Animal Products,104,Dairy products and other edible products of animal origin,10406,Cheese,1040610,"Fresh cheese, unfermented whey cheese, curd",413521
1,Animal Products,104,Dairy products and other edible products of animal origin,10406,Cheese,1040620,"Cheese, grated or powdered, of all kinds",1329663
1,Animal Products,104,Dairy products and other edible products of animal origin,10406,Cheese,1040630,"Cheese processed, not grated or powdered",106268
1,Animal Products,104,Dairy products and other edible products of animal origin,10406,Cheese,1040690,"Cheese except fresh, grated, processed or blue-veined",1162189
1,Animal Products,104,Dairy products and other edible products of animal origin,10407,Eggs,1040700,"Birds eggs, in shell, fresh, preserved or cooked",5152118
1,Animal Products,104,Dairy products and other edible products of animal origin,10408,Processed Egg Products,1040811,Egg yolks dried,3332
1,Animal Products,104,Dairy products and other edible products of animal origin,10408,Processed Egg Products,1040819,Egg yolks except dried,1473258
1,Animal Products,104,Dairy products and other edible products of animal origin,10408,Processed Egg Products,1040891,"Eggs, bird, not in shell, dried",785408
1,Animal Products,104,Dairy products and other edible products of animal origin,10408,Processed Egg Products,1040899,"Eggs, bird, not in shell not dried",2490755
1,Animal Products,104,Dairy products and other edible products of animal origin,10409,Honey,1040900,"Honey, natural",3872422
1,Animal Products,104,Dairy products and other edible products of animal origin,10410,Other Edible Animal Products,1041000,Edible products of animal origin nes,5230663
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10502,Pig Hair,1050290,Hair & waste of badger and of other brush making hair,95031
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10504,Animal Organs,1050400,"Guts, bladders and stomachs of animals except fish",20674
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10505,Bird Feathers and Skins,1050510,Feathers and down used for stuffing,246595293
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10505,Bird Feathers and Skins,1050590,"Feathers, down, etc. of birds, except for stuffing",6853511
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10506,Processed Bones,1050690,Bones and horn-cores unworked or simply worked nes,330016
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10507,Raw Bones,1050710,"Ivory, unworked or simply prepared, powder and waste",323
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10507,Raw Bones,1050790,"Whalebone, horns, etc unworked or simply prepared nes",1076916
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10508,Coral and Shells,1050800,"Coral,seashell,cuttle bone,etc, unworked,powder,waste",6537853
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10510,Pharmaceutical Animal Products,1051000,"Ambergris, civet, musk, etc for pharmaceutical use",963185
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10511,Other Inedible Animal Products,1051110,Semen bovine,16674
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10511,Other Inedible Animal Products,1051191,"Fish, shellfish and crustaceans (non-food)",11095953
1,Animal Products,105,Animal originated products; not elsewhere specified or included,10511,Other Inedible Animal Products,1051199,Animal products and domestic animal carcass (non-food,4137780
2,Vegetable Products,206,Trees and other live plants,20601,Bulbs and Roots,2060110,"Bulbs, tubers, corms, crowns and rhizomes, dormant",1191910
2,Vegetable Products,206,Trees and other live plants,20601,Bulbs and Roots,2060120,"Bulbs, tubers, corms etc in growth, chicory plants",18665289
2,Vegetable Products,206,Trees and other live plants,20602,Other Live Plants,2060210,"Cuttings and slips, not rooted",3477302
2,Vegetable Products,206,Trees and other live plants,20602,Other Live Plants,2060220,"Trees, edible fruit or nut, shrubs and bushes",4253497
2,Vegetable Products,206,Trees and other live plants,20602,Other Live Plants,2060230,Rhododendrons and azaleas,67218
2,Vegetable Products,206,Trees and other live plants,20602,Other Live Plants,2060240,Roses,5417
2,Vegetable Products,206,Trees and other live plants,20602,Other Live Plants,2060299,"Plants, live (including their roots),nes",175573159
2,Vegetable Products,206,Trees and other live plants,20603,Cut Flowers,2060310,"Cut flowers and flower buds for bouquets, etc., fresh",45045125
2,Vegetable Products,206,Trees and other live plants,20603,Cut Flowers,2060390,"Cut flowers and flower buds for bouquets, dried, etc.",79617
2,Vegetable Products,206,Trees and other live plants,20604,Foliage,2060491,"Foliage,branches, for bouquets, etc. - fresh",882742
2,Vegetable Products,206,Trees and other live plants,20604,Foliage,2060499,"Foliage,branches, for bouquets, etc. - except fresh",187478
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20701,Potatoes,2070190,"Potatoes, fresh or chilled except seed",33938
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20702,Tomatoes,2070200,"Tomatoes, fresh or chilled",350077
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20703,Onions,2070310,"Onions and shallots, fresh or chilled",73934
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20703,Onions,2070320,"Garlic, fresh or chilled",109127
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20703,Onions,2070390,"Leeks & other alliaceous vegetables, fresh or chilled",485197
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20704,Cabbages,2070410,"Cauliflowers and headed broccoli, fresh or chilled",114292
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20704,Cabbages,2070420,"Brussels sprouts, fresh or chilled",4353
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20704,Cabbages,2070490,"Edible brassicas nes, fresh or chilled",877539
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20705,Lettuce,2070511,Cabbage lettuce (head lettuce) fresh or chilled,6383749
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20705,Lettuce,2070519,"Lettuce, fresh or chilled except cabbage lettuce",425989
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20705,Lettuce,2070529,"Chicory, fresh or chilled, except witloof",17332
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20706,Root Vegetables,2070610,"Carrots and turnips, fresh or chilled",2452135
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20706,Root Vegetables,2070690,"Beetroot,salsify,celeriac,radishes etc. fresh, chille",2063140
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20707,Cucumbers,2070700,"Cucumbers and gherkins, fresh or chilled",4944
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20708,Legumes,2070810,"Peas, shelled or unshelled, fresh or chilled",20027
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20708,Legumes,2070820,"Beans, shelled or unshelled, fresh or chilled",23872
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20708,Legumes,2070890,"Legumes except peas & beans, fresh or chilled",1364803
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070920,"Asparagus, fresh or chilled",21074
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070930,"Aubergines(egg-plants), fresh or chilled",4014
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070940,"Celery, other than celeriac, fresh or chilled",126684
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070951,"Mushrooms, fresh or chilled",1808618
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070960,"Peppers (Capsicum, Pimenta) fresh or chilled",401341
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070970,Spinach fresh or chilled,2796
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables,2070990,"Vegetables, fresh or chilled nes",1757223
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071010,"Potatoes, frozen, uncooked steamed or boiled",4457
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071021,"Peas, frozen, uncooked steamed or boiled",199246
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071022,"Beans, frozen, uncooked steamed or boiled",1004748
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071029,"Legumes, except peas and beans, frozen",80106771
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071030,"Spinach, frozen, uncooked steamed or boiled",1618363
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071040,"Sweet corn, frozen, uncooked steamed or boiled",184728
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071080,"Vegetables, frozen nes, uncooked steamed or boiled",1115955
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20710,Frozen Vegetables,2071090,"Frozen vegetable mixtures, uncooked, boiled or steame",175478
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20711,Preserved Vegetables,2071120,"Olives, provisionally preserved",1915
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20711,Preserved Vegetables,2071140,Cucumbers and gherkins provisionally preserved,1623
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20711,Preserved Vegetables,2071190,Vegetables nes and mixtures provisionally preserved,415426
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20712,Dried Vegetables,2071220,"Onions, dried, not further prepared",152975
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20712,Dried Vegetables,2071230,"Mushrooms and truffles, dried, not further prepared",1410382
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20712,Dried Vegetables,2071290,"Vegetables nes & mixtures, dried, not further prepare",2454071
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071310,"Peas dried, shelled",659835
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071320,"Chickpeas, dried, shelled",1409
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071331,"Urd,mung,black or green gram beans dried shelled",443142
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071332,"Beans, small red (Adzuki) dried, shelled",209720
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071333,Kidney beans and white pea beans dried shelled,208996
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071339,"Beans dried, shelled, nes",132511
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071340,"Lentils dried, shelled",14431
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071350,"Broad beans and horse beans dried, shelled",247927
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20713,Dried Legumes,2071390,"Leguminous vegetables dried, shelled",75296
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20714,Cassava,2071410,"Manioc (cassava), fresh or dried",24937
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20714,Cassava,2071420,"Sweet potatoes, fresh or dried",1367471
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20714,Cassava,2071490,"Arrowroot, salep, etc fresh or dried and sago pith",1532578
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20801,"Coconuts, Brazil Nuts, and Cashews",2080110,"Coconuts, fresh or dried",297020
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20801,"Coconuts, Brazil Nuts, and Cashews",2080130,"Cashew nuts, fresh or dried",12483
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080211,Almonds in shell fresh or dried,55914
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080212,"Almonds,fresh or dried, shelled",356940
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080222,"Hazelnuts and filberts, fresh or dried, shelled",5430
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080232,"Walnuts, fresh or dried, shelled",28051
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080240,"Chestnuts, fresh or dried",1646
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080250,"Pistachios, fresh or dried",456761
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,Other Nuts,2080290,"Nuts edible, fresh or dried, nes",837242
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20803,Bananas,2080300,"Bananas, including plantains, fresh or dried",4377982
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,Tropical Fruits,2080410,"Dates, fresh or dried",140145
